,text_nt
5662,"['شابّ', 'جَمِيل', 'مات', 'جُمادَى', 'أُولَى', 'ٱِبْن', 'شَيْخ', 'حَرَم', 'سَمِع', 'ٱِبْن', 'مات', 'رَجَب', 'رَخِي', 'لَقَّب', 'رَفِيق', 'مُحاوِر', 'أَمِير', 'مات', 'رَخِي', 'شَيْء', 'كَثِير', 'مُحْتَسِب', 'مات', 'رَمَضان', 'مُسْتَراح', 'والسخاوي', 'آخَر', 'سَمَّى', 'جَدّ', 'صُوفِيّ', 'والغمري', 'مَغْرِبِيّ', 'مُؤَرَّخ', 'نَقِيب', 'جَيْش', 'مات', 'رَمَضان']"
5663,"['مَدَنِيّ', 'ٱِبْن', 'أَخ', 'قاضِي', 'سَمِع']"
5664,"['أَخ', 'وَلَد', 'سَعَى', 'ٱِبْن', 'ٱِبْن', 'عَمّ', 'آتِي', 'سَمِع', 'ٱِبْن', 'رِفاعِيّ', 'ٱِبْن', 'ٱِبْن', 'لَقَّب', 'أَيْض', 'ٱِبْن', 'حَفِيد', 'لَقَّب', 'أَيْض', 'ٱِبْن', 'نَبِيه', 'سُودانِيّ', 'ٱِبْن', 'ماضِي', 'أَب', 'وَقَع', 'أَسْر', 'جاء', 'خُبَر', 'أَحَبّ', 'أَمْر', 'نَصَر', 'سَلامَة', 'سُودانِيّ', 'آخَر', 'ٱِسْم', 'أَب', 'شَمْس', 'مات', 'رَبِيع', 'مَكِّيّ', 'يَمانِيّ']"
5665,"['ٱِبْن', 'مَضَى', 'مَضَى', 'مات', 'رَخِي', 'شَيْخ', 'نَبَأ', 'والدجوي', 'ٱِثْنانِ', 'ٱِبْن', 'آخَر', 'ٱِبْن', 'مُحِبّ', 'ٱِبْن', 'عَمّ', 'مَكِّيّ', 'طاغِي', 'قَتَل', 'يَد', 'عَسْكَر', 'مِصْرِيّ']"
5666,"['والِد', 'شَيْخ', 'جَمالِيّ', 'ٱِسْم']"
5667,"['وَلِيّ', 'دِين', 'مقبوحان']"
5668,"['جَماعَة', 'سَمَّى', 'ٱِبْن', 'ٱِبْن', 'شِهاب', 'ٱِبْن', 'ٱِبْن', 'ٱِبْن', 'جَماعَة', 'سَمَّى', 'ٱِبْن', 'ٱِبْن', 'ٱِبْن', 'ٱِبْن', 'مالِكِيّ', 'ٱِبْن', 'مات', 'رَبِيع', 'آخَر', 'ذَكَر', 'سَمَّى']"
5669,[]
5670,"['ٱِسْم', 'قَتَل', 'سَعَى', 'الاشتر', 'مَلِك', 'سُلْطان', 'وَقْت', 'آن', 'سُلْطان', 'أَشْرَم', 'يَمانِيّ', 'أَشْقَر', 'أَمِير', 'سِلاح', 'أَعْرَج', 'جامِع', 'حاكِم', 'هٰكَذا', 'سَمَّى', 'عَمّ', 'أَزال', 'ٱِسْم', 'أَب', 'ٱِسْم', 'جَدّ', 'اللَّه', 'الشيخونيه', 'مَسْجِد', 'مَقام', 'أَعْظَم', 'مُحِبّ', 'طَبَرِيّ', 'مَقام', 'حَنَفِيّ']"
5671,"['أَمِير', 'رَكْب', 'التكارره', 'مات', 'ضُحَى', 'حُجَّة', 'رَحِم', 'أَمِين', 'أَهْدَل', 'بَدْر', 'نَسَب', 'بَلَد', 'يَمانِيّ', 'وَلَد', 'صِدِّيق', 'حَيّ', 'سَعَى', 'صَدِيق', 'النجباء', 'آخِذ', 'حَيّ', 'مات', 'آخَر', 'آخِذ', 'حَيّ', 'تَمَيَّز', 'وَخَى', 'آخَر', 'آخِذ', 'حَيّ']"
5672,"['حَنَفِيّ', 'بَدَوِيّ', 'كَتَب', 'آخَر', 'دَيْر', 'سَمِع', 'شَيْخ', 'ٱِشْتَغَل', 'قَلِيل']"
5673,"['مات', 'رَجَب', 'ٱِثْنَتانِ', 'رَخِي', 'وَزِير', 'صاحِب', 'كلبرجه', 'ٱِبْن', 'ٱِبْن', 'أَشار', 'ٱِبْن', 'بير', 'البيسق', 'بَيْض']"
5674,['تاجِر']
5675,"['ثَوْر', 'شاهِد', 'حانُوت', 'حَبَس', 'رَحْبَة', 'قَرِيب', 'ٱِسْم']"
5676,"['جُحا', 'الخانكي', 'جَزّار', 'ٱِبْن', 'ثانيهما', 'رُبَّما', 'ٱِبْن', 'شاعِر', 'مَضَى']"
5677,"['حافِظ', 'لَقَب', 'مَهْر', 'مَعْرِفَة', 'حَدِيث', 'كَثْرَة', 'حافِظ', 'أَعْرَج', 'حُبّ', 'مُعْتَقَد', 'مَضَى', 'المحمدين', 'سَمَّى', 'أَب']"
5678,"['مَغْرِبِيّ', 'شَرِيف', 'شَيْخ', 'صُوفِيّ', 'مات', 'حُجَّة', 'مَشْيَخَة', 'إِمام']"
5679,"['مَلِك', 'كافِر', 'هُلْك', 'حِكْمَة', 'رَجُل', 'ادكاوي', 'حلولو', 'مَغْرِبِيّ', 'ٱِسْم', 'مُنْشِد', 'المحمدين', 'سَمَّى', 'آباء', 'حَلال', 'تَشْدِيد', 'الحلالي', 'حَنَش', 'ٱِبْن']"
5680,"['خادِم', 'جَعْفَر']"
5681,"['خادِم', 'رَبْعَة', 'مات', 'آخَر', 'رَبِيع', 'رَحِم', 'خادِم', 'بالشيخونيه', 'القرافي', 'مَعْرُوف']"
5682,"['مات', 'مُحَرَّم', 'دَفَن', 'مَعْلاة', 'رَحِم', 'خَرُوف', 'مُعْتَقَد', 'آخِر', 'الطيوري', 'خَطِيب', 'حَنْبَلِيّ']"
5683,"['خَطِيب', 'زائِر', 'مات', 'وَحْد', 'زِيادَة', 'أَظْهَر', 'فَقْر', 'ٱِسْتَجْدَى', 'أَكْبَر', 'لائِق', 'خَطِيب', 'الثابتيه', 'ٱِبْن', 'خَطِيب', 'دارِي']"
5684,"['خَطِيب', 'مات', 'قَطْع', 'يَد', 'إِقامَة', 'زِيادَة', 'شَهْر', 'حَبْس', 'أُولَى', 'جَرِيمَة', 'متعللا', 'أَطْلَق', 'مات']"
5685,"['خَطِيب', 'مَشْهَد', 'حُسَيْنِيّ', 'مات', 'مُسْتَهَلّ', 'رَبِيع', 'خَطِيب', 'الوزيري']"
5686,"['الخلوف', 'مَغْرِبِيّ', 'شَأَو', 'تَخَلُّف', 'عَرَض', 'كِتاب', 'قَوِيّ', 'حافِظَة', 'مات', 'طاعُون', 'سَعَى', 'جَنَّة', 'خواجا', 'سُلْطان', 'تَقَدَّم', 'الخواص', 'آخِر', 'ٱِسْم', 'أَيْض', 'سَوِيق', 'عُصْفُور', 'أَصَمّ', 'تَلا', 'جَوْق', 'نَظَّم', 'شِعْر']"
5687,"['دَبِيب', 'شَخْص', 'دِهان', 'ٱِسْم', 'كاتِب', 'عَضّ', 'تَعَلُّق', 'دَوْلَة', 'خَيّاط', 'سُوق', 'ٱِحْتِجاب', 'دُخان', 'دِمَشْقِيّ', 'ثَقِيل', 'سَمْع', 'مُعْتَقَد', 'كَثِير', 'لَقِي', 'قَدَّم', 'أَكْرَم', 'لَقَّب', 'عَضّ', 'فاضِل', 'آخِر', 'مَشْهُور', 'بالموسيقا', 'رَفِيق']"
5688,"['آخِر', 'قُطْن', 'مات', 'ٱِسْم', 'سَعِيد', 'جَماعَة']"
5689,"['راحَة', 'الرصاع', 'رَطْب', 'راكِب', 'إِسْطَبْل', 'سُلْطان', 'اسطلاحهم', 'لَقَب', 'رَوَّض', 'خَيْل', 'آدَب', 'ٱِشْتَهَر', 'رَيِّس', 'رَئِيس', 'مُؤَذِّن', 'ٱِبْن', 'ٱِسْتَقَلّ', 'ثانيهما', 'شَرِيك', 'وَلَد', 'ٱِشْتَرَى', 'ٱِبْن']"
5690,"['زاهِد', 'صاحِب', 'جامِع', 'شَهِير', 'ٱِبْن', 'سَبِط', 'فَقِيه', 'سَعُودِيّ', 'عَمّ', 'أَب', 'نَجْم', 'ظَنّ', 'حَفِيد', 'شِهاب', 'ٱِبْن', 'بَدْر', 'ٱِبْن', 'أُخْت', 'مُحِبّ', 'سَبِط', 'نَجْم', 'زائِد', 'أَزال', 'زَيْت', 'رُبَّما', 'ٱِبْن', 'زَيْن', 'صالِح']"
5691,"['أَصْل', 'ٱِبْن', 'أَخ', 'ٱِسْم', 'وَلَد', 'ضُحَى', 'ثَمانِمائَة', 'شَأَو', 'كَنَف', 'أَب', 'قَرَأ', 'حِفْظ', 'الجروميه', 'حَدّ', 'أَبَدِيّ', 'مِنْهاج', 'فَرْعِيّ', 'قَرْيَة', 'تَمام', 'إِلْف', 'حَدِيث', 'جَمْع', 'جامِع', 'نَوَوِيّ', 'عَرَض', 'رَمَضان', 'ٱِثْنَتانِ', 'سَعَى', 'قاضِي', 'مُنْفَصِل', 'كاتِب', 'سِرّ', 'كَتَب', 'لَفْظ', 'إِجازَة', 'دَرَّب', 'أَب', 'قَلِيل', 'أَعْرَج', 'كِتابَة', 'ٱِسْتَقَرّ', 'جِهَة', 'شَرِيك', 'أَخ', 'قَدَّم', 'باشَر', 'خِطاب', 'الباسطيه', 'أَجاد', 'تَأْدِيَة', 'قَرَأ', 'كَثِير', 'جُمْلَة', 'شَرْح', 'إِلْف', 'حَدِيث', 'كَتَب', 'خُطَّة', 'شَيْء', 'حافَظ', 'قَوِيّ', 'وربمااشتغل', 'شَرْح', 'قاعِدَة', 'أَب', 'يس', 'فِقْه', 'حَضَر', 'دَرْس', 'تَزَوَّج', 'حَصَل', 'التئام', 'فارِق', 'قُرْب', 'اشتمالها', 'حَمَل', 'ٱِنْفَصَل', 'ذَكَر', 'وروجعت', 'سَفَر', 'شُوال', 'سَعَى', 'فارِق', 'مَأْتَى', 'وَلَد', 'أَسْمَع', 'مَحْبُوب', 'شَيْخ', 'طائِفَة']"
5692,"['أَصْل', 'قاهِرِيّ', 'شافِعِيّ', 'ماضِي', 'أَب', 'ٱِبْن', 'وَلَد', 'حُجَّة', 'ثَمانِمائَة', 'شَأَو', 'كَنَف', 'أَب', 'حِفْظ', 'قُرْآن', 'بُلُوغ', 'مَرام', 'إِلْف', 'بَهِج', 'عَضّ', 'إِلْف', 'عِراقِيّ', 'صَحّ', 'محافيظه', 'عَرَض', 'شَيْخ', 'آخَر', 'ٱِشْتَغَل', 'مُعَظَّم', 'ٱِنْتِفاع', 'فِقْه', 'أَب', 'ٱِبْتِداء', 'مُخْتَصَر', 'سُمْعَة', 'ثَنَى', 'حَسَن', 'تَصَوُّر', 'خَطَأ', 'سَمِع', 'شَيْخ', 'دَرْس', 'شَرْح', 'إِلْف', 'عِراقِيّ', 'سَمِع', 'صَحِيح', 'شَيْخ', 'سَمِع', 'كَشّاف', 'عَضُد', 'تَوْضِيح', 'شَرَح', 'شَمْسِيَّة', 'قِطْعَة', 'مُطَوَّل', 'شِهاب', 'عَرْض', 'مَنْطِق', 'صِرْف', 'حَجّ', 'ظَهَر', 'حِينَئِذٍ', 'بَراعَة', 'سَأَل', 'مَسْأَلَة', 'حَجّ', 'أَحْسَن', 'جَواب', 'خالَط', 'نائِب', 'وِلايَة', 'أَب', 'أُولَى', 'مجانبا', 'بَتَّة', 'ٱِسْتَقَرّ', 'مَشْيَخَة', 'الطويليه', 'مَوْت', 'كَوْن', 'إِلّا', 'ٱِسْم', 'وَلَد', 'لَبِث', 'ٱِنْتَزَع', 'ٱِنْقِضاء', 'ظاهِرِيّ', 'مُحْتَجّ', 'وِلايَة', 'سابِق', 'شَيْخ', 'ثَوْب', 'قَضاء', 'أَب', 'عِنايَة', 'نِظام', 'مَمْلَكَة', 'جَمالِيّ', 'سِرّ', 'وَصَل', 'مَوْت', 'ارتجعها', 'صاحِب', 'تَرْجَمَة', 'ٱِسْتَقَرّ', 'تَدْرِيس', 'ٱِنْتَزَع', 'وَلَد', 'أَيْض', 'تَدْرِيس', 'فِقْه', 'بالفاضليه', 'نَظَر', 'عُقْب', 'تَدْرِيس', 'قُطْبِيّ', 'مُجاوِر', 'مَنْزِل', 'بَدْر', 'نِصْف', 'تَدْرِيس', 'فِقْه', 'جامِع', 'عُقْب', 'نَسّاب', 'شَرِيك', 'تَدْرِيس', 'مَدْرَسَة', 'مُجاوِر', 'نَظَر', 'خِطاب', 'جامِع', 'إِمامَة', 'عُقْب', 'والِد', 'تَصَدَّى', 'حِينَئِذٍ', 'تَدْرِيس', 'إِفْتاء', 'بِنْيَة', 'كِتابَة', 'والِد', 'شَرْح', 'مُخْتَصَر', 'المزني', 'حَمِد', 'كِتابَة', 'دَرْس', 'فَتْوَى', 'سَمِع', 'عَضّ', 'فاضِل', 'طَلَب', 'والِد', 'رَجَّح', 'حَسَن', 'تَصَوُّر', 'تَصَوُّر', 'أَب', 'صِهْر', 'رايْت', 'أَحْسَن', 'إِدْراك', 'فِقْه', 'حَسَن', 'الشكاله', 'وَفْر', 'عَقْل', 'تَواضُع', 'شَهامَة', 'قِلَّة', 'كَلام', 'حِشْمَة', 'والتجمل', 'أَلْفَت', 'كَرْم', 'عَرَض', 'راتِب', 'لَحْم', 'دِيوان', 'وِزْر', 'مَوْت', 'تَعَفَّف', 'أَب', 'كَثِير', 'إِجْلال', 'راسَل', 'وَفاة', 'أَب', 'ٱِسْتَمال', 'أَحَبّ', 'قائِم', 'كَفّ', 'دَفْن', 'خَطِيب', 'قُبَّة', 'إِمام', 'حَفْر', 'حُرّ', 'كاتِب', 'سِرّ', 'لَبِث', 'أَب', 'مات', 'أَحْسَن', 'حال', 'عَبَّد', 'قِيام', 'صِيام', 'شُوال', 'دَفَن', 'والِد', 'قُرْب', 'ضَرِيح', 'إِمام', 'أَسِف', 'كَثِير', 'رَحِم', 'إِيّا']"
5693,"['حَفِيد', 'قاضِي', 'مَكِّيّ', 'مات', 'مُحَرَّم']"
5694,"['سَبِط', 'شَمْس', 'سَبِط', 'ٱِبْن', 'سَبِط', 'شَيْخ', 'سَبِط', 'عامِلِيّ', 'سَبِط', 'ٱِثْنانِ', 'قَدِيم', 'مُتَأَخِّر', 'سَبِط', 'سَبِط', 'ٱِبْن', 'مُلَقَّب', 'وَزَّة', 'سَبِط', 'سَبِط']"
5695,"['سُلْطان', 'مات', 'حُجَّة', 'سِنّ', 'شَيْخ', 'تُرْبَة', 'حَنَفِيّ', 'أَخ', 'ٱِسْم', 'وَلِيّ', 'مُؤَيِّد', 'ثانيهما', 'ٱِسْم', 'وَلِيّ', 'مُؤَيِّد']"
5696,"['شابّ', 'ٱِثْنانِ', 'ٱِسْم', 'ٱِبْن', 'آخَر', 'ٱِبْن']"
5697,"['شَرَف', 'خطباء', 'مات', 'جُمادَى', 'أُولَى', 'رَخِي']"
5698,"['ٱِبْن', 'أَخ', 'كَمال', 'إِخْوَة', 'ٱِبْن', 'صاحِب', 'وِراق', 'حَفِيد', 'تَرْجَم', 'شَيْخ', 'شَيْخ', 'جَوْهَرِيّ', 'مُحِبّ', 'شَيْخ', 'شَمْس', 'دِمَشْقِيّ', 'سَعَى', 'شَرْح', 'تَقْرِيب', 'رَفِيق', 'مات', 'رَبِيع', 'رَخِي', 'صِهْر', 'أَتَى', 'ذَكَر', 'قَرِيب', 'صِهْر', 'مُقِيم', 'مات', 'شُوال', 'رَخِي', 'كاتِب', 'سِرّ', 'دِمَشْقِيّ', 'كُرْدِيّ', 'إِخْوَة', 'شَيْخ', 'تُرْبَة', 'سَبَق', 'حِداد', 'فَصْل', 'نَسّاب', 'عَمّ', 'نَقِيب', 'إِشْراف', 'حَنَفِيّ', 'جاوَر', 'مُدَّة', 'شَرِيف', 'تَصْغِير', 'شَعْشاع', 'خارِجِيّ', 'ٱِسْم', 'أَب', 'ٱِبْن', 'عَرَف', 'ٱِبْن', 'أَخ', 'فَتْحَة', 'شَمّاع', 'تُونِسِيّ', 'قاضِي', 'مَحَلَّة', 'ٱِسْم', 'الشويهد', 'شَيْخ', 'إِسْلام', 'خَلْق']"
5699,"['شَيْخ', 'بَلَد', 'قَتَل', 'مَعْرَكَة', 'رَمَضان', 'شَيْخ', 'الفراشين', 'مَوَّل', 'ٱِبْن', 'أُخْت', 'ماضِي', 'ٱِبْن']"
5700,"['صاحِب', 'وَزِير', 'صاحِب', 'الزماميه', 'قُرْب', 'صاحِب', 'زِمام', 'الادر', 'شَرِيف']"
5701,"['صاحِب', 'ٱِسْم', 'جاء', 'خُبَر', 'مُنْتَصَف', 'شُوال', 'ٱِثْنَتانِ', 'هَلاك', 'مَأْسُوف', 'مَلَك', 'ٱِبْنَة', 'وُجُود', 'ٱِبْن', 'زان', 'صاحِب', 'كنبايه', 'صامِت', 'جَمال', 'المحمدين']"
5702,"['مات', 'دَفَن', 'رَخِي', 'صِباغ', 'صَبْوَة', 'صَعِيدِيّ', 'مُؤَدَّب', 'أَبْناء', 'صَغِير', 'تَصْغِير', 'كاتِب', 'مَعْلَم', 'ٱِبْن', 'كاشِف', 'الدوادار', 'كَبِير', 'شاب', 'مَهْدِيّ', 'مُنْفَصِل', 'صَنّ', 'صِهْر', 'أَزال']"
5703,"['ضَأْنِيّ', 'فاضِل', 'نائِب', 'شافِعِيّ', 'ضَفْدَع']"
5704,"['كَبِير', 'تاجِر', 'بَنَى', 'جَمال']"
5705,"['جَماعَة', 'مَلِك', 'ظَرِيف', 'تَصْغِير', 'جانِب']"
5706,['عَذُول']
5707,"['لَقِي', 'ثَمانِمائَة', 'ٱِسْتَفاض', 'كَوْن', 'تَزَوَّج', 'بِكْر', 'مَأْتَى', 'بَلَد', 'أَمِير', 'ٱِبْن', 'أَمِير', 'قاضِي', 'سمنود', 'مُخْتَصَر', 'عَزِيز', 'عُصْفُور', 'كاتِب', 'مَكِّيّ', 'شاعِر', 'عِيان']"
5708,"['غَفِير', 'غَلَّة', 'فَتْح', 'أَب', 'عَرَف', 'سُلْطان', 'غَلَّة', 'عِيسَى']"
5709,"['فارّ', 'آخِر', 'جَبْهَة', 'خِدْمَة', 'شَيْخ', 'مُشار', 'قَوْل', 'شِهاب', 'حِجازِيّ', 'تَرَفَّع', 'قَرْض', 'فارّ', 'بُرْهَة', 'مال', 'جُبْن', 'وَصْف', 'عار', 'طال', 'ٱِقْتِراض', 'كُلْفَة', 'شَكا', 'قَرْض', 'أُولَى', 'فارّ', 'جُبْن', 'أَشار', 'جابِي', 'أَيْض', 'فائِز', 'فَتَى', 'ٱِثْنانِ', 'يَمَنِيّ', 'فَقِيه', 'فَتْفَت', 'الفرغل', 'نِسْبَة', 'قَرْيَة', 'غَرْبِيّ', 'فَطِيس']"
5710,['قاصِد']
5711,"['قاضِي', 'دِمَشْقِيّ', 'مات', 'حُجَّة', 'رَخِي', 'قاضِي', 'جَماعَة', 'جَماعَة', 'قادِم', 'فِعْل', 'طامَّة', 'قاضِي', 'لَجِن', 'وَقّاف', 'مَعْقُود', 'شِهاب', 'أَزال', 'إِخْوَة', 'وَلَد', 'شَيْخ', 'ٱِبْن', 'لَقَب', 'مَلِك', 'تاجِر', 'وَلَد', 'لَقَّب', 'أَيْض', 'مَلِك', 'تاجِر', 'أَخ', 'مُقِيم', 'ٱِسْتَقَرّ', 'قَتَل', 'أَب', 'دام', 'سار', 'حَلّ', 'مَوْلَى', 'حَيّ', 'آن', 'شَيْخ', 'وَلَد', 'حَبَشِيّ', 'أَب', 'شَقِيقَة', 'تَزَوَّج', 'وَصِيّ', 'شَرِيف', 'مَوْت', 'أَب', 'أَيْض', 'زَوْج', 'ٱِبْنَة', 'أُخْرَى', 'ٱِبْنَة', 'عَمّ', 'مات', 'حَياة', 'أَبَوان', 'ٱِبْنَة', 'تُرْكِيّ', 'أَب', 'تَزَوَّج', 'شَرِيف', 'ٱِبْن', 'وَلَد', 'ٱِبْنَة', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'مات', 'نَفْساء', 'وَلَد', 'وَلَد', 'ذَكَر', 'ٱِبْنَة', 'قاضِي', 'شَرِيف', 'قَرَأ', 'غُلام', 'لَفْظ', 'مُرَكَّب', 'غُلام', 'أَسْوَد', 'قَرَأ', 'وَلِي', 'قاضِي', 'أَزال', 'رَأْس', 'فاضِل', 'مَعْنَى', 'قَلَق', 'أَزال', 'مُحْدَث', 'مُعْتَقَد', 'قوزي']"
5712,"['كاتِب', 'سِرّ', 'خَلْق', 'ٱِبْن', 'كَمال', 'ٱِبْن', 'ٱِبْن', 'عَجَم', 'ٱِشْتَهَر', 'أَلْيَس', 'لَقَب', 'قَدِيم', 'أَخ', 'عِماد', 'قاضِي', 'حَنَفِيّ', 'تَصْغِير', 'قِبْطِيّ', 'عَرَف', 'كاتِب', 'ناقِد', 'باشَر', 'نَظَر', 'زُبَر', 'تاج', 'كَلِيب', 'سُوق', 'كَلِيب', 'عَجَم', 'أَلْيَس', 'لَقَب', 'قَدِيم']"
5713,"['مات', 'رَخِي', 'جَماعَة', 'آتِي', 'القريصاتي']"
5714,"['ماعِز', 'مامش', 'مُبَرَّد', 'بَدْر', 'مُتَوَكِّل', 'حَفِيد', 'صاحِب', 'مُجاوِر', 'مَجْنُون', 'كَيّال', 'مُحْتَسِب', 'مُباشِر', 'مُحْتَسِب', 'مِصْرِيّ', 'قَوِي', 'يَد', 'والِد', 'نام', 'رَصاص', 'المؤيدي', 'شَيْخ', 'مُقِيم', 'آن', 'سافَر', 'مَلِك', 'حَجّ', 'تَكَلَّم', 'شاب', 'حَيْدَر', 'والِي', 'شاب', 'ٱِسْتَعْفَى', 'تَكَلَّم', 'شغيته', 'وِلايَة', 'ٱِسْتَقَرّ', 'ٱِسْتَعْفَى', 'ٱِسْتَقَرّ', 'آن', 'سَعَى', 'مُتَوَلِّي', 'المحوجب', 'ٱِبْن', 'ٱِبْن', 'ثانيهما', 'شِهاب', 'ٱِبْن', 'مخدوعه', 'مَذْكُور', 'كاشِف', 'قَبَلِيّ', 'ٱِنْتَقَل', 'نِيابَة', 'حَيّ', 'مُزَجَّج', 'أَب', 'أَب', 'مُساوِي', 'ضَمّ', 'مُهْمَل', 'مَفْتُوح', 'مُرِيد', 'المستحل', 'رَئِيس', 'المستعين', 'اللَّه', 'المستكفي', 'اللَّه', 'المستنجد', 'المستملي', 'مِسْكِين', 'مَدَنِيّ', 'مُشَرِّع', 'شَيْخ', 'ٱِسْم', 'ٱِبْن', 'عَمّ', 'تَصْغِير', 'كِتاب', 'ٱِسْم', 'عَطِيَّة', 'ومسعودابنه', 'صَيْرَفِيّ', 'مُطَيَّب', 'مُظَفَّر', 'جَماعَة', 'المعتضد', 'مُعِيد', 'شَمْس', 'مَقِيت', 'تَصْغِير', 'شَمْس', 'صُوفِيّ', 'حَنَفِيّ', 'قاضِي', 'المكشكش', 'مُنْتَصِر', 'صاحِب', 'جَماعَة', 'جَماعَة', 'ٱِبْن', 'لثانيهما', 'أَيْض', 'أَمِين', 'سُلْطان', 'طَرَق', 'رَسُول', 'مَلِك', 'والعربان', 'تُرْكُمان']"
5715,"['مُوَقَّت', 'مات', 'شَعْبان', 'مُؤَيِّد', 'جَماعَة', 'اينال', 'الموله']"
5716,"['ناصِر', 'ٱِبْن', 'أَب', 'قَتَل', 'أَب', 'بايَع', 'تَمَلُّك', 'حِصان', 'كيفا', 'لَبِث', 'قَتَل', 'أَيْض', 'حَسَبَما', 'شَرَح', 'تِبْر', 'المسبوك', 'مَضَى', 'نَجّار', 'أَزال', 'كَرِيم', 'صِهْر', 'بَيْت', 'نِصْف', 'وَجْه', 'نِقاش', 'نَقِيب', 'إِشْراف', 'ٱِبْن', 'كاتِب', 'سِرّ', 'وَلِيّ', 'أَيْض', 'تَمام', 'ٱِبْن', 'ثانيهما', 'ٱِبْن', 'حَيّ', 'نَقِيب', 'إِشْراف', 'وَقْت', 'ٱِبْن', 'فَرَأ', 'خازِن', 'شَرّ', 'بخاناه', 'ٱِبْن', 'نَقِيب', 'قَصْر', 'ٱِبْن', 'وَخَى', 'أُمَّة', 'وَلَد', 'عَمِل', 'نِقابَة']"
