place,geometry,toponyms,value_counts
Q375670,Point(-0.24527778 35.43194444),"['الشرفة', 'معسكر', 'الشرفة']",1.0
Q978267,Point(0.876503 36.125674),['مازونة'],1.0
Q3200166,Point(4.51666667 35.98333333),"['قصور, بلدية القصور', 'القصور']",1.0
Q12225413,Point(44.08298 13.49176),"['الذراع', 'عزلة الذراع']",1.0
Q304704,Point(-2.733333333 31.016666666),"['عبادلة', 'العبادلة']",1.0
Q17343065,Point(36.9 36.05),['القناطر'],1.0
Q20308685,Point(45.185277777 14.431111111),['سنان'],1.0
Q1649119,Point(1.35099 35.61972),"['مغيله', 'مغيلة']",1.0
Q757243,Point(-0.0059652 35.4599708),"['حسين', 'معسكر']",1.0
Q21715111,Point(36.7625 36.231389),"['قرية دير حسان', 'دير حسان']",1.0
Q20309646,Point(43.355277777 16.290555555),['زبيدة'],1.0
Q98104097,Point(4.845388888 36.317361111),"['ثاوريرت يعقوب', 'يعقوب']",1.0
Q20305271,Point(43.068055555 16.471666666),['الخزن'],1.0
Q63981575,Point(37.698265 35.824077),['زبد'],1.0
Q110437635,Point(3.510168 36.7558307),['الجبيل'],1.0
Q12225264,Point(44.06641 14.10491),"['الجبلين', 'عزلة الجبلين']",1.0
Q12225415,Point(43.94862 14.49615),"['الذراع', 'عزلة الذراع']",1.0
Q111263013,Point(3.5227109 36.7580702),"['جبيل', 'الجبيل']",1.0
Q20300108,Point(43.240555555 17.129444444),['الحمرية'],1.0
Q12225841,Point(44.22681 14.20002),"['المحرم', 'عزلة المحرم']",1.0
Q12225620,Point(43.47135 15.26812),"['الطويل', 'عزلة الطويل']",1.0
Q2606723,Point(-5.371111111 33.692777777),"['جامع الحمام', 'الحاجب']",1.0
Q993859,Point(72.044722222 34.195833333),['مردان'],1.0
Q583910,Point(12.1950743 50.223996008),['اش'],1.0
Q477152,Point(47.454586 47.174355),"['سراي باتو', 'سراي']",1.0
Q126148,Point(-5.803888888 35.776666666),"['Tanger, طنجه', 'طنجة']",1.0
Q374768,Point(36.100277777 33.724722222),['الزبداني'],1.0
Q178663,Point(-5.55 33.883333333),"['الحاضرة الاسماعيلية, العاصمة الاسماعيلية, مكناسة الزيتون', 'مكناس']",1.0
Q311321,Point(40.742222222 36.511666666),"['مدينة الحسكة', 'الحسكة']",1.0
Q270500,Point(50.616666666 26.25),"['محرق, المحرق, مدينة المحرق', 'المحرق']",1.0
Q3051316,Point(-5.51666667 32.73333333),['القباب'],1.0
Q14624862,Point(27.733333333 11.033333333),['المجلد'],1.0
Q3720937,Point(32.807222222 12.585277777),['الجبلين'],1.0
Q175414,Point(58.516666666 23.6),['القرم'],1.0
Q2294821,Point(-4.86666667 33.85),"['بهاء الليل', 'البهاليل']",1.0
Q12225921,Point(43.96979 13.83111),"['المغاربة', 'عزلة المغاربة']",1.0
Q2008646,Point(1.183333 18.766667),['السوق'],1.0
Q6368063,Point(35.926388888 33.85),['كرك نوح'],1.0
Q6959289,Point(36.29944 34.05833),['نحله'],1.0
Q2957566,Point(35.467215 33.193162),['شقرا'],1.0
Q28899523,Point(-5.71663 35.00118),['الزعازع'],1.0
Q28917235,Point(-5.7358 35.8087),['المنار'],1.0
Q157800,Point(43.473888888 11.353888888),['زيلع'],1.0
Q272799,Point(40.900277777 -2.268611111),"['بلدة لامو', 'لامو']",1.0
Q25206259,Point(-5.81137 35.78528),"['لكنيسة الاسبانية ', 'طنجة', 'كنيسة الحبل بلا دنس']",1.0
Q4898811,Point(-5.82305556 35.78472222),"['كنيسة القديس اندرو', 'طنجة']",1.0
Q12194682,Point(35.394444444 33.568611111),['الهلالية'],1.0
Q4115837,Point(44.2077 15.3258),['جامع الصالح'],1.0
Q27212,Point(67.924336111 24.746116666),['تتا'],1.0
Q1378794,Point(44.583333 33.1),['المدائن'],1.0
Q1867822,Point(36.733333333 34.916666666),['الرستن'],1.0
Q321079,Point(8.883333333 9.933333333),['جوس'],1.0
Q12226549,Point(43.95572 16.22359),"['حوث', 'عزلة حوث']",1.0
Q12225746,Point(43.34599 15.40747),"['القبلة', 'عزلة القبلة']",1.0
Q12215078,Point(35.20138889 32.54055556),"['قريه سالم', 'سالم']",1.0
Q12225645,Point(44.19973 13.13378),"['العبادلة', 'عزلة العبادلة']",1.0
Q12189790,Point(36.21222222 35.12694444),['الطواحين'],1.0
Q12191118,Point(36.517869 33.5071),['القاسمية'],1.0
Q12209795,Point(36.643056 35.546389),['حيش'],1.0
Q12204601,Point(35.92555556 33.16166667),['جبا'],1.0
Q4998450,Point(36.77111111 34.25833333),"['البريج قرية', 'سوريا, البريج قريه', 'سوريا, قرية البريج سوريا', 'البريج']",1.0
Q12226234,Point(43.77048 13.80632),"['بني سميع', 'عزلة بني سميع']",1.0
Q12225858,Point(43.08944 14.8502),"['المراوعة', 'عزلة المراوعة']",1.0
Q12226163,Point(43.99955 14.35756),"['بني جماعة', 'عزلة بني جماعة']",1.0
Q12226927,Point(43.65818 15.80542),"['قيدان', 'عزلة قيدان']",1.0
Q12226808,Point(43.42781 15.46475),"['عبس', 'عزلة عبس']",1.0
Q4702674,Point(38.86666667 35.18333333),['الكوم'],1.0
Q737925,Point(27.683055555 49.078055555),['بار'],1.0
Q208715,Point(10.82617 35.77799),"['منستير, المنستير', 'المنستير']",1.0
Q4702473,Point(36.0 33.05),['الحارة'],1.0
Q1280049,Point(36.083333333 33.433333333),['قطنا'],1.0
Q1522001,Point(36.420833333 33.5),"['الغوطة, غوطه دمشق', 'غوطة دمشق']",1.0
Q2743148,Point(8.88055556 35.89833333),['القصور'],1.0
Q5313912,Point(36.232 33.53),['دمر'],1.0
Q24343,Point(36.71055556 32.49138889),"['صرخد', 'صلخد']",1.0
Q1002557,Point(36.11734444 34.82081667),['صافيتا'],1.0
Q12109037,Point(10.19999981 33.75),"['كتانه', 'كتانة']",1.0
Q2916856,Point(35.4876 33.048366666),"['الريحانيه', 'الريحانية']",1.0
Q395863,Point(30.647777777 31.1325),"['بندر دسوق, دسوق', 'كفر الشيخ, عروس النيل, مدينة دسوق', 'دسوق']",1.0
Q20307000,Point(43.821666666 13.378611111),['المحمر'],1.0
Q28195248,Point(43.4550476 35.2694485),"['مدينة الزاب, ناحية الزاب', 'الزاب']",1.0
Q20302217,Point(45.4175 14.839166666),['نخل'],1.0
Q20299107,Point(43.304444444 16.221944444),['القرين'],1.0
Q20304489,Point(43.220833333 17.157777777),['الشوكة'],1.0
Q20300224,Point(43.809444444 13.409444444),['بيت الشريف'],1.0
Q20300238,Point(43.458333333 16.240833333),['الحانوت'],1.0
Q20299486,Point(43.421388888 16.055277777),['الحاجب'],1.0
Q20300084,Point(43.41 16.304722222),['الحمرة'],1.0
Q20300219,Point(43.643333333 16.208888888),['بيت الشريف'],1.0
Q20299269,Point(43.327222222 16.733055555),['المسعى'],1.0
Q20299253,Point(43.292222222 16.466111111),['خشاش'],1.0
Q20302016,Point(43.128888888 16.2725),['المغاربة'],1.0
Q15227178,Point(43.96666667 16.23333333),"['حوث', 'عمران', 'حوث']",1.0
Q20306047,Point(43.330277777 16.355555555),['حرين'],1.0
Q15227081,Point(49.13333333 16.11666667),['حسين'],1.0
Q12225732,Point(44.1309 17.29414),"['الفرع', 'عزلة الفرع']",1.0
Q20300373,Point(43.268888888 17.136666666),['الحارة'],1.0
Q7423172,Point(50.41666667 15.01666667),['سرار'],1.0
Q20304651,Point(43.288888888 17.253333333),['الخلف'],1.0
Q7521733,Point(44.4 15.21666667),['سنان'],1.0
Q4704390,Point(44.060277777 14.516388888),['المرقب'],1.0
Q4702790,Point(43.966666666 15.166666666),['المنار'],1.0
Q129894,Point(44.78666667 16.17444444),['حرم'],1.0
Q20304236,Point(43.461944444 16.149444444),['الشارع'],1.0
Q20304227,Point(44.248611111 16.594722222),['الشارع'],1.0
Q12191173,Point(47.971388888 29.371111111),"['القبله الكويت, جبلة الكويت', 'القبلة']",1.0
Q20305048,Point(43.251111111 16.176944444),['الخرق'],1.0
Q20303489,Point(44.456944444 16.810277777),['الجنة'],1.0
Q20300437,Point(45.077777777 14.341388888),['الدرب'],1.0
Q20300431,Point(43.701666666 16.053888888),['الدرب'],1.0
Q20300453,Point(43.355833333 16.676388888),['الحريق'],1.0
Q20299968,Point(43.373611111 16.225555555),['الحمرة'],1.0
Q20302172,Point(43.33 16.650277777),['المحرق'],1.0
Q20299556,Point(44.140555555 15.448888888),['الحاجب'],1.0
Q20302179,Point(43.293333333 17.159166666),['بادية'],1.0
Q20300497,Point(43.269444444 16.1925),['الحارة'],1.0
Q20299613,Point(43.681944444 16.009166666),['عجلان'],1.0
Q20299590,Point(43.895555555 13.176111111),['الحاجب'],1.0
Q20300631,Point(43.080277777 16.421388888),['الحسانية'],1.0
Q20301134,Point(43.297222222 16.672777777),['الذراع'],1.0
Q20300455,Point(43.318055555 16.725833333),['الدرب'],1.0
Q1965843,Point(33.066666666 8.6),['الناصر'],1.0
Q20302045,Point(43.314444444 16.6425),['الحسين'],1.0
Q20304392,Point(43.536666666 16.015),['الكوم'],1.0
Q20300461,Point(43.688888888 16.980277777),['الدرب'],1.0
Q20299111,Point(43.734722222 13.310833333),['القرين'],1.0
Q20301129,Point(45.188888888 15.000833333),['الذراع'],1.0
Q20301122,Point(43.4025 16.319722222),['الذراع'],1.0
Q20299163,Point(43.424444444 16.806944444),['المرقب'],1.0
Q20301115,Point(45.156388888 14.366944444),['الذراع'],1.0
Q20301934,Point(44.313333333 16.788611111),['العربية'],1.0
Q20299152,Point(43.598055555 16.019166666),['المرقب'],1.0
Q20299478,Point(43.641944444 16.208333333),['بيت عامر'],1.0
Q20300448,Point(43.401666666 16.025555555),['الدرب'],1.0
Q20301533,Point(44.258333333 16.959166666),['الركب'],1.0
Q20301551,Point(43.332777777 16.552222222),['الركب'],1.0
Q20300442,Point(43.775277777 16.8475),['الدرب'],1.0
Q20300450,Point(43.391666666 16.056388888),['الحريق'],1.0
Q262432,Point(45.931388888 33.123611111),['دير'],1.0
Q4703341,Point(44.3833 33.3667),"['الوزيريه, وزيرية', 'الوزيرية']",1.0
Q20307010,Point(43.466388888 16.34),['المحرق'],1.0
Q191204,Point(45.433333333 35.55),"['السليمانيه', 'السليمانية']",1.0
Q20305305,Point(45.175277777 13.812777777),['الفرع'],1.0
Q20305341,Point(43.073888888 16.010277777),['الطويل'],1.0
Q20305311,Point(45.291388888 14.549722222),['الفرع'],1.0
Q20307946,Point(43.833055555 16.873055555),['المقام'],1.0
Q1496830,Point(32.4833 25.4833),"['الغريرة, الغريرة', 'قنا', 'الجبلين']",1.0
Q685414,Point(31.233333333 29.8),"['دهشور،, دهشور', 'الجيزة', 'دهشور']",1.0
Q20307935,Point(44.381666666 16.513611111),['المقام'],1.0
Q20306604,Point(43.278611111 17.125277777),['ريحان'],1.0
Q20302850,Point(45.289166666 14.583055555),['الساقية'],1.0
Q20302855,Point(43.434166666 16.053055555),['الساقية'],1.0
Q404028,Point(36.490277777 22.330833333),"['عيداب', 'عيذاب']",1.0
Q13634887,Point(31.735277777 30.616111111),"['قرين, قرين محافظة الشرقية, قرين محافظه الشرقيه', 'القرين']",1.0
Q20305085,Point(46.303888888 16.621388888),['همام'],1.0
Q20303346,Point(44.380555555 17.029722222),['الجبلة'],1.0
Q20306927,Point(43.706666666 16.053888888),['صلاح'],1.0
Q20301431,Point(43.601666666 17.059166666),['الرحمة'],1.0
Q20305117,Point(43.393611111 17.066944444),['الطويل'],1.0
Q20305113,Point(43.390555555 16.133333333),['الطويل'],1.0
Q2511670,Point(31.435 26.91),['طما'],1.0
Q20304273,Point(43.372222222 16.108611111),['القرين'],1.0
Q20304275,Point(43.419722222 17.177222222),['الشرق'],1.0
Q20299565,Point(43.356944444 16.284166666),['الحاجب'],1.0
Q20303691,Point(43.635555555 16.190555555),['القضاء'],1.0
Q393498,Point(30.8425 27.730555555),"['ملوى', 'ملوي']",1.0
Q20305393,Point(45.805555555 14.281111111),['الخيال'],1.0
Q4837230,Point(31.2333 30.05),['باب اللوق'],1.0
Q134514,Point(32.533333333 29.966666666),"['سويس, Suez, مدينة السويس', 'السويس']",1.0
Q4165238,Point(31.274166666 29.851388888),"['بدرشين, مركز البدرشين', 'البدرشين']",1.0
Q20305299,Point(45.35 14.361111111),['الفرع'],1.0
Q3645531,Point(31.6 26.7),"['مراغه, المراغة', 'سوهاج', 'المراغة']",1.0
Q12250506,Point(38.92277778 24.01277778),['وادي الصفراء'],1.0
Q1050731,Point(20.5967 32.1889),['الابيار'],1.0
Q268915,Point(50.15 26.266666666),"['الظهران مدينة, الظهران مدينه, ظهران, مدينة الظهران', 'الظهران']",1.0
Q20304601,Point(43.274722222 16.5075),['القصب'],1.0
Q27430,Point(49.666666666 27.0),['الجبيل'],1.0
Q20306023,Point(43.610833333 16.014444444),['قماش'],1.0
Q20303626,Point(44.180833333 16.830833333),['السويس'],1.0
Q20303623,Point(44.5525 16.769166666),['السويس'],1.0
Q20303878,Point(43.780555555 13.246666666),['القاهر'],1.0
Q20302885,Point(43.419722222 16.0375),['المرقب'],1.0
Q31868833,Point(42.2525 17.722777777),"['درب بني شعبة', 'الدرب']",1.0
Q12241875,Point(44.32994128 27.40292329),"['قبه, قبة القصيم, مدينة قبة', 'قبة']",1.0
Q12185424,Point(49.65 25.4),"['الجبيل قريه, قرية الجبيل', 'الجبيل']",1.0
Q20302550,Point(43.355555555 16.988888888),['العواجي'],1.0
Q5602740,Point(33.75 29.9),"['نخل, نخل مدينة', 'نخل']",1.0
Q4704334,Point(40.1308 21.6758),['وادي نخلة الشامية'],1.0
Q4702718,Point(49.6 25.383333),"['الكلابيه, الكلابية', 'السعودية', 'الكلابية']",1.0
Q20303573,Point(42.742777777 15.535555555),['السوق'],1.0
Q20303570,Point(43.701666666 16.182777777),['السوق'],1.0
Q20303576,Point(43.291111111 17.47),['السوق'],1.0
Q20302288,Point(43.44 16.190555555),['السباع'],1.0
Q3114912,Point(18.2478 43.5147),['ولوشا'],1.0
Q23955498,Point(31.735 30.616111111),['القرين'],1.0
Q14224016,Point(29.079519444 28.34375),['الحارة'],1.0
Q14223628,Point(25.788819444 29.152030555),['الزيتون'],1.0
Q20301503,Point(43.46 16.824166666),['العلاء'],1.0
Q12199104,Point(31.050539 29.12074),"['بلفيا', 'بنى سويف, بلفيا', 'بني سويف, بليفيا', 'بلفيا']",1.0
Q12075058,Point(30.45555556 50.46055556),"['المسجد', 'المركز الثقافي الاسلامي']",1.0
Q654259,Point(31.816666666 -1.333333333),['بوكوبا'],
Q243319,Point(37.663333333 -6.824166666),"['موروجورو', 'موروغورو']",
Q115323,Point(31.616666666 -7.966666666),['سومباوانغا'],
Q244509,Point(29.633333333 -4.883333333),['كيغوما'],
Q646684,Point(40.182777777 -10.273611111),['متوارا'],
Q2086390,Point(39.273055555 -5.88),['مكوكوتوني'],
Q829886,Point(39.714444444 -9.996944444),['ليندي'],
Q110218,Point(32.9 -2.516666666),['موانزا'],
Q847315,Point(33.804166666 -1.506944444),['موسوما'],
Q1514015,Point(37.35 -11.0667),['توندورو'],
Q152902,Point(39.1 -5.066666666),"['تنگا', 'تنجا']",
Q271733,Point(37.340380555 -3.334883333),['موشي'],
Q153331,Point(34.750555555 -4.818611111),['محافظة سينغيدا'],
Q391599,Point(31.069444444 -6.343611111),['مباندا'],
Q844417,Point(39.198788888 -6.164944444),"['زنجبار القديمة, ستون تون', 'مدينة زنجبار الحجرية']",
Q2222874,Point(39.2 -6.166666666),"['زنزيبار', 'مدينة زنجبار']",
Q735609,Point(35.69 -7.77),"['انزيجا', 'ايرينغا']",
Q4622385,Point(32.229444444 -2.871388888),['غيتا'],
Q794813,Point(35.65 -10.683333333),['سونجيا'],
Q799843,Point(38.9 -6.433333333),['باجامويو'],
Q643112,Point(32.8 -5.016666666),['تابورا'],
Q335548,Point(33.45 -8.9),['مبيا'],
Q133448,Point(30.391111111 -5.103611111),['يوفينزا'],
Q276746,Point(35.7475 -4.211666666),['باباتي'],
Q195492,Point(38.928888888 -6.758611111),['كيباها'],
Q4301,Point(36.683333333 -3.366666666),['اروشا'],
Q3711197,Point(36.48333333 -6.35),['مبوابوا'],
Q1027843,Point(38.450277777 -5.155833333),['كوروغوي'],
Q995249,Point(33.641666666 -9.258333333),['توكويو'],
Q993159,Point(39.766666666 -5.245833333),['تشاك-تشاك'],
Q818765,Point(33.423055555 -3.661944444),['شينيانغا'],
Q637890,Point(34.766666666 -11.283333333),['خليج مبامبا'],
Q15554012,Point(30.1025 -4.57667),['كاسولو'],
Q6346798,Point(32.6 -3.84),['كاهاما'],
Q3357920,Point(35.61666667 -2.05),['لوليوندو'],
Q1741475,Point(39.51722 -8.98173),"['سلطنة كيلوا, كلوه', 'جزيرة كيلوا']",
Q3366013,Point(39.65 -7.916666666),['كيليندوني'],
Q6408133,Point(36.9875 -6.83),['كيلوزا'],
Q6983690,Point(39.01666667 -10.5),['نداندا'],
Q15941811,Point(31.31361111 -2.63555556),['محافظة بيهارامولو'],
Q17472898,Point(35.55 -3.85),['محافظة'],
Q3866,Point(35.746 -6.1835),['دودوما'],
Q2092053,Point(33.133333333 6.8),['بيبور'],
Q1018945,Point(33.583333333 4.766666666),['كبويتا'],
Q3336136,Point(33.633333 3.9),['ناروس'],
Q775361,Point(32.804722222 11.743055555),['الرنك'],
Q1956471,Point(32.469063888 5.033233333),['لافون'],
Q1561403,Point(30.683333333 4.083333333),['ياي'],
Q818284,Point(29.8 9.25),['بانتيو'],
Q3228987,Point(30.14179039 8.30179024),['ليير'],
Q220049,Point(31.65 9.533333333),['ملكال'],
Q3040474,Point(30.12434 8.772291),['دوار'],
Q2874993,Point(31.41047 8.130949),['ايود'],
