place,geometry,toponyms,value_counts
Q2903692,Point(32.65833333 29.87694444),['عيون موسى'],
Q3652738,Point(31.174722222 29.922222222),['صدفا'],
Q4855664,Point(31.516666666 26.733333333),"['بني عمار', 'سوهاج', 'بني عمار']",
Q6044316,Point(30.78944444 29.2375),['اطسا'],
Q4119537,Point(30.550277777 31.202777777),"['فوة, فوه, فوه', 'مدينة فوه']",
Q6019934,Point(32.424503 26.080761),['الوقف'],
Q6289453,Point(32.115535 30.563268),['ابو صوير المحطة'],
Q3758465,Point(31.010833 30.431638),['جروان'],
Q5601921,Point(31.933333 30.566667),"['قصاصين', 'القصاصين الجديدة']",
Q4165205,Point(30.52222222 31.29166667),"['مدينة مطوبس', 'مطوبس']",
Q5259323,Point(30.81666667 30.6),['دنشواي'],
Q3868503,Point(31.23333333 27.11666667),"['موشا', 'اسيوط, موشة', 'موشا']",
Q12192873,Point(32.56666667 25.61666667),"['المريس قرية, المريس', 'قنا', 'المريس']",
Q11944146,Point(30.418288888 29.405630555),['قصر قارون'],
Q12230243,Point(32.404696 26.111796),"['فاو قبلى', 'قنا', 'فاو قبلي']",
Q12249928,Point(31.537222222 30.602777777),"['هرية رزنة', 'الشرقية, هريةرزنة', 'الشرقية, هريه رزنه', 'هرية رزنة']",
Q12178038,Point(30.62388889 28.34),"['ابوسيدهم', 'المنيا', 'ابو سيدهم']",
Q7398844,Point(31.1654 30.0256),"['صفط اللبن', 'الجيزة', 'صفط اللبن']",
Q12195763,Point(31.60438 26.67309),"['الباصونة, باصونة', 'سوهاج', 'باصونة']",
Q12194327,Point(30.651261111 29.3063),"['نزلة الهريدي', 'النزلة', 'الفيوم']",
Q7174045,Point(30.53638889 30.82777778),"['دلنجات', 'الدلنجات']",
Q12211819,Point(31.263611111 30.728330555),['دقادوس'],
Q12184780,Point(30.731669444 28.261388888),"['البيهو', 'المنيا, قرية البيهو', 'البيهو']",
Q12182019,Point(31.638624 26.571453),"['ادفا, قرية ادفا', 'ادفا']",
Q7303115,Point(30.815168 29.286117),['ابجيج'],
Q124281,Point(30.872780555 27.8075),"['الشيخ عباده', 'المنيا', 'انتينوبوليس']",
Q12182653,Point(30.665 30.887),"['ايتاى البارود, ايتاي البارود, مركز ايتاي البارود', 'ايتاي البارود']",
Q10423667,Point(31.135833333 30.123055555),"['اوسيم, مركز اوسيم', 'اوسيم']",
Q12208913,Point(34.63564722 24.20073889),"['الشيخ الشاذلي', 'حميثرة']",
Q12233329,Point(30.755380555 28.581211111),"['قفاده, قفاده', 'المنيا', 'قفادة']",
Q1153959,Point(31.9 26.333333333),['ثينيس'],
Q7487878,Point(31.00583333 30.50305556),['شنوان'],
Q9336835,Point(34.795992 24.631565),"['سيكيت', 'سكيت']",
Q7008623,Point(31.67281667 30.13451111),['هليوبوليس الجديدة'],
Q12187040,Point(30.81666667 30.35),"['خطاطبة, قومبانية الخطاطبة', 'الخطاطبة']",
Q7294645,Point(34.1667 28.85),['راس برقة'],
Q12212278,Point(30.905 27.786388888),"['ديرابوحنس', 'المنيا', 'دير ابو حنس']",
Q12191150,Point(30.686767 28.667451),"['القايات', 'المنيا, قايات', 'القايات']",
Q9385791,Point(32.6583 29.1083),"['الزعفرانه', 'الزعفرانة']",
Q12190489,Point(31.9854 26.13764),"['العمرة', 'قنا']",
Q12217180,Point(30.795280555 28.0775),"['سواده', 'المنيا', 'سوادة', 'المنيا']",
Q12186906,Point(31.35888889 30.21805556),"['الخانكه, خانكة', 'الخانكة']",
Q12221613,Point(30.698061111 28.189169444),['طحا العمدة'],
Q12197977,Point(31.041666666 30.169166666),"['برقاش', 'الجيزة', 'برقاش']",
Q7494232,Point(32.307667 26.059231),"['القصر نجع حمادي', 'القصر', 'قنا']",
Q12193415,Point(32.525 25.472219444),"['المعلة', 'قنا', 'المعلة']",
Q12233076,Point(30.728205 27.857005),"['قصرهور', 'المنيا', 'قصر هور']",
Q7673490,Point(30.958611111 30.654722222),"['طبلية, طبلوها - وسيم الحسيني', 'طبلوها']",
Q7273033,Point(31.1333 30.55),"['مدينة قويسنا', 'قويسنا']",
Q12188225,Point(31.986423 26.266017),"['الساحل بحرى', 'الساحل بحري']",
Q12212302,Point(30.65 28.483330555),"['دير السنقورية', 'المنيا', 'دير السنقورية']",
Q12177913,Point(30.790803 28.535183),"['ابو جرج, ابوجرج, ابوجرج', 'المنيا', 'ابو جرج']",
Q6751513,Point(31.1 27.2),"['منقباد', 'اسيوط', 'منقباد']",
Q7494816,Point(31.59641 31.18967),['شرمساح'],
Q6820205,Point(31.221701 29.953883),"['ابا النمرس, ابي النمرس, ابو النمرس, مدينة ابو النمرس', 'ابو النمرس']",
Q12206188,Point(30.530330555 25.328938888),['جناح'],
Q137721,Point(30.616667 30.9),['ناوكراتيس'],
Q6346207,Point(31.0 30.45),['كفر شبرا زنجي'],
Q6727794,Point(31.6306 30.0917),['مدينتي'],
Q11984971,Point(32.75661111 25.86808333),"['جراجوس', 'قنا', 'جراجوس']",
Q7294676,Point(33.248477 28.131414),"['راس شقير', 'راس شقير']",
Q12233550,Point(31.168299 29.300509),"['قمن العروس', 'بنى سويف, قمن العروس', 'بني سويف', 'قمن العروس']",
Q12184567,Point(32.13569444 26.21197222),['البلابيش'],
Q6655437,Point(31.625555555 22.336944444),"['ابو سنبل', 'ابو سمبل']",
Q11951132,Point(31.9106 30.86),['تل نبيشة'],
Q12212289,Point(30.706669444 28.61),"['دير الجرنوس', 'المنيا', 'دير الجرنوس']",
Q12211771,Point(30.849166666 28.983055555),"['دشاشة', 'بنى سويف, دشاشة', 'بني سويف', 'دشاشة']",
Q12186429,Point(33.78361111 30.46444444),['الحسنة'],
Q12232661,Point(28.908055555 25.550277777),"['القلمون', 'قرية القلمون']",
Q12186261,Point(31.17156 29.963114),"['الحرانية', 'الجيزة, الحرانيه, حرانية, قرية الحرانية', 'الحرانية']",
Q7678737,Point(30.9438 30.6801),"['مدينة تلا', 'تلا']",
Q12182305,Point(30.772219444 28.6125),"['اشنين', 'اشنين النصارى']",
Q7493733,Point(32.88333333 24.05),['الشلال'],
Q12191232,Point(31.672777777 26.62),"['القرامطة غرب', 'سوهاج', 'القرامطة غرب']",
Q6807800,Point(31.1954 30.0608),"['ميت عقبه', 'ميت عقبة']",
Q7442334,Point(32.678633 25.174961),"['السباعيه, سباعيه, مدينه السباعيه', 'السباعية']",
Q12246558,Point(31.23435 30.145330555),['ميت نما'],
Q14206357,Point(25.410461111 29.212713888),['خميسة'],
Q12249911,Point(31.0102 29.9506),['هرم سيتي'],
Q12212369,Point(31.1457 27.295),"['دير شو', 'اسيوط', 'دير شو']",
Q12215735,Point(30.9667 30.4167),"['مدينة سرس الليان', 'سرس الليان']",
Q14202004,Point(28.871388888 25.667777777),['امحيدة'],
Q12242255,Point(31.25 29.6167),"['عياط', 'العياط']",
Q12224618,Point(31.067213 27.32809),"['عرب العطيات البحرية', 'اسيوط, عرب العطيات البحريه', 'عرب العطيات البحرية']",
Q12194296,Point(26.5832 31.4071),"['نجيلة, النجيله, نجيله', 'النجيلة']",
Q14224015,Point(32.702911111 25.851730555),['حاجر دنفيق'],
Q14215162,Point(29.05695 25.509408333),['المعصرة'],
Q12203526,Point(31.6828 26.6167),"['تونس سوهاج, تونسسوهاج', 'تونس', 'سوهاج']",
Q14218502,Point(32.622811111 25.714816666),"['القرنة الجديدة', 'قرية حسن فتحي']",
Q14203219,Point(25.334666666 29.257927777),['بهي الدين'],
Q12202412,Point(30.0 30.0),"['تروجة, تروجى, تروجى', 'البحيرة, كوم تروجي', 'تروجي']",
Q14218418,Point(30.6145 24.508469444),['قصر باريس'],
Q12217072,Point(30.7307 31.1193),"['سنهور المدينه', 'سنهور المدينة']",
Q12217667,Point(30.786111111 31.271388888),"['سيدى سالم, سيدى سالم مصر', 'سيدي سالم']",
Q12191485,Point(31.461111111 30.618888888),"['قنايات', 'القنايات']",
Q12221603,Point(30.70543 29.31053),"['طبهار', 'الفيوم', 'طبهار']",
Q14223587,Point(28.936738888 28.369388888),['الزبو'],
Q14214764,Point(30.611088888 24.555238888),['المكس القبلي'],
Q14801901,Point(25.438447222 29.233552777),['عين دهيبة'],
Q14223988,Point(30.51305 25.487680555),['عين البليدة'],
Q12211197,Point(32.853611111 23.848055555),['دابود'],
Q12212334,Point(31.2185 29.2276),"['دير الميمون', 'الجيزة', 'دير الميمون']",
Q12214245,Point(30.85361111 30.41222222),['زاوية رزين'],
Q12234689,Point(31.402952 26.94016),"['كردوس', 'اسيوط', 'كردوس']",
Q14203699,Point(29.2992 25.5494),['البشندي'],
Q14223960,Point(28.907938888 28.349188888),['العجوز'],
Q12191429,Point(31.31305556 30.36444444),['القلزم'],
Q12211699,Point(31.18333333 27.15),"['درنكة', 'اسيوط', 'درنكة']",
Q14223989,Point(30.556969444 25.480780555),['عين الخراب'],
Q14223976,Point(30.549980555 25.507030555),['عين سعف'],
Q14218406,Point(32.817830555 26.005138888),['القلعة'],
Q14219884,Point(30.891280555 27.708280555),['الشيخ سعيد'],
Q12191025,Point(30.876786 28.752441),"['الفنت', 'بنى سويف, الفنت', 'بني سويف', 'الفنت']",
Q12211846,Point(31.134653 29.185737),['دلاص'],
Q14218423,Point(28.8837 25.695869444),['قصر الداخلة'],
Q14201426,Point(25.543588888 29.205138888),['اغورمي'],
Q14223983,Point(30.420738888 25.733211111),"['عين ام الدباديب', 'ام الدبادب']",
Q12212434,Point(30.816666666 27.566666666),"['ديروط الشريف', 'اسيوط', 'ديروط الشريف']",
Q14214932,Point(30.774438888 28.396669444),['المناهرة'],
Q14224020,Point(30.621938888 24.716669444),"['طفنيس البلد, طفنيس الجبل, طفنيس باريس, عين طفنيس', 'طفنيس']",
Q14223984,Point(30.747861111 24.588669444),['عين زيادة'],
Q14801365,Point(25.403952777 29.217616666),['عزبة مشندد'],
Q12211860,Point(30.7 27.65),"['دلجا', 'المنيا, قرية دلجا - مركز ديرمواس - محافظة المنيا', 'دلجا']",
Q14223975,Point(28.701111111 27.998333333),['عين ريس'],
Q14221802,Point(29.339969444 25.512861111),['تنيدة'],
Q14207392,Point(25.553 29.189088888),"['جبل الدكرور', 'الدكرور']",
Q14220515,Point(30.766388888 28.324169444),['السريرية'],
Q14218411,Point(32.728055555 25.788611111),['قمولا'],
Q14221094,Point(30.623830555 25.796030555),['السميرة'],
Q14224003,Point(28.734161111 28.0362),['عين طبل امون'],
Q14223968,Point(30.515111111 25.376888888),['عين خنافس'],
Q14216793,Point(30.564238888 25.46905),['الناضورة'],
Q14207691,Point(30.7475 28.280561111),"['دير سمالوط', 'دير سيدة العذراء ', 'جبل الطير']",
Q14209826,Point(32.631911111 25.706419444),['جزيرة البعيرات'],
Q14224000,Point(25.79935 29.145530555),['عين صافي'],
Q14205514,Point(28.916169444 25.634180555),['بدخلو'],
Q14218415,Point(29.248230555 25.493919444),['القصبة'],
Q12221876,Point(31.264161 29.935908),"['طموه', 'الجيزة', 'طموه']",
Q14223979,Point(27.862777777 26.817222222),['عين الشيخ مرزوق'],
Q14214852,Point(28.931719444 28.351538888),['منديشة'],
Q12203311,Point(30.7725 27.679166666),"['تندة', 'المنيا, تنده', 'تندة']",
Q14212146,Point(29.0678 25.5269),['اسمنت'],
Q12224635,Point(31.231642 27.268287),"['عرب مطير, عرب مطير', 'اسيوط', 'عرب مطير']",
Q12203142,Point(30.90817 30.874),['تلبنت قيصر'],
Q14215839,Point(30.632369444 25.692738888),['عزبة محمد طليب'],
Q12235414,Point(30.905 30.628),['كفر زرقان'],
Q12229488,Point(32.891667 24.107778),"['قرية غرب اسوان', 'غرب اسوان']",
Q14223981,Point(28.99435 28.375069444),['عين توني'],
Q14201285,Point(25.748538888 29.18205),['ابو شروف'],
Q12194805,Point(31.22267 27.17662),"['الواسطى', 'اسيوط']",
Q14222206,Point(30.492119444 29.397361111),['تونس'],
Q14215804,Point(30.649716666 25.616652777),"['المحاريق', 'المنيرة']",
Q14216230,Point(30.596019444 24.693330555),"['باريس الجديدة', 'قرية حسن فتحي']",
Q14218401,Point(28.966269444 28.352661111),['القبالة'],
Q14213384,Point(30.810727777 28.445425),"['الكفور الصولية', 'الكفور']",
Q14223994,Point(28.641419444 28.029661111),['عين العزة'],
Q110476181,Point(32.63293 25.70256),['جزيرة الرملة'],
Q100259196,Point(32.908055555 23.628611111),['امبركاب'],
Q23951368,Point(30.549166666 31.203611111),['فوة'],
Q56232936,Point(35.222222222 24.261666666),"['Mangam el-ʿAṭshān', 'منجم العطشان']",
Q22931606,Point(31.7913 26.5983),['حي الكوثر'],
Q1100964,Point(31.2627 30.046),['قاهرة المعز'],
Q14218435,Point(30.554519444 25.71545),['قصر اللبخة'],
Q63102528,Point(30.6773 28.3543),['العور'],
Q21190487,Point(31.75952 31.33112),['الغوابين'],
Q23955418,Point(31.563055555 30.718888888),['الابراهيمية'],
Q23949850,Point(31.4975 26.673055555),['جهينة الغربية'],
Q14218441,Point(30.5874 25.5919),['قصر الضباشية'],
Q23944883,Point(34.773488 24.620315),"['نجرص, نقرص, وادي نقرص', 'وادي نجرص']",
Q12246901,Point(30.9702 29.9927),"['مينا غاردن سيتي', 'مينا جاردن سيتي']",
Q14223996,Point(30.605833333 25.600833333),['عين التراكوة'],
Q100259193,Point(32.945555555 23.776388888),['دهميت'],
Q23951814,Point(31.440277777 30.754444444),['ديرب نجم'],
Q14218427,Point(30.535511111 25.414680555),['قصر البرموني'],
Q106095820,Point(31.761922731 26.267444073),"['مدينة جرجا الجديدة', 'جرجا الجديدة']",
Q100259234,Point(32.883333333 23.483333333),['ابو هور'],
Q56231835,Point(34.738333333 24.543611111),['كعب مرفوع'],
Q61787927,Point(31.318611111 30.146111111),['عزبة النخل'],
Q14204702,Point(28.922311111 25.739419444),['بئر الجبل'],
Q14218510,Point(28.975080555 28.347),['قصور محارب'],
Q14299836,Point(30.601169444 24.695969444),['عين شمس الدين'],
Q28658746,Point(33.921111111 26.5325),['ام الحويطات'],
Q14214694,Point(30.325277777 29.458888888),['مدينة القوتة'],
Q14218438,Point(30.546611111 25.382180555),['قصر النسيمة'],
Q28741385,Point(30.749 31.08965),['شباس الشهداء'],
Q14218444,Point(28.838761111 28.343288888),['قصر علام'],
Q18191741,Point(33.62019 28.71867),['وادي فيران'],
Q23955489,Point(31.136944444 30.193333333),['القناطر الخيرية'],
Q14218424,Point(30.543138888 29.373722222),['قصر البنات'],
Q42332261,Point(32.350479531 30.5701488),"['مدينة الاسماعلية الجديدة', 'الاسماعيلية الجديدة']",
Q55624552,Point(30.86666667 30.96666667),['نجريج'],
Q18915134,Point(32.85912 24.052538),['غرب سهيل'],
Q14218430,Point(30.557888888 25.286638888),['قصر الغويطة'],
Q14299218,Point(29.29165 25.559819444),['عين اصيل'],
Q23954944,Point(31.78525 30.54448),['التل الكبير'],
Q16888144,Point(32.75 30.9667),['قطية'],
Q109591572,Point(32.462373638 29.852686451),"['مدينة السويس الجديدة', 'السويس الجديدة']",
Q16742873,Point(30.746944444 27.441944444),['مير'],
Q68169455,Point(32.640486832 26.08164164),['غرب قنا'],
Q5715,Point(31.25934 29.85412),"['ممفس', 'منف']",
Q5736,Point(30.905555555 27.661666666),"['العمارنة al-‘amārnah', 'تل العمارنة']",
Q3306486,Point(31.3667 30.05),"['القاهرة الكبري, قاهرة كبرى', 'القاهرة الكبرى']",
Q19588497,Point(31.765 30.0275),"['العاصمة الادارية الجديدة, العاصمة الجديدة لمصر', 'العاصمة الادارية الجديدة']",
Q7634455,Point(34.1895 31.2363),['صوفا'],
Q3008796,Point(30.7833 28.4833),"['القيس', 'المنيا', 'القيس']",
Q278988,Point(32.779444444 25.097222222),"['هيراكونوبليس', 'نخن']",
Q937930,Point(31.834217 30.79937),['بر-رمسيس'],
Q106427400,Point(32.601611111 25.72275),['صعود اتون'],
Q23952057,Point(32.439166666 25.5525),['سومينو'],
Q389285,Point(31.231111111 29.570277777),['اج تاوي'],
Q1607758,Point(30.100556 31.304167),['مدينة هرقليون'],
Q929894,Point(30.83333333 28.05),"['الكوم الاحمر', 'اسيوط']",
Q1013648,Point(31.13333333 30.12222222),['ليتوبوليس'],
Q2372919,Point(31.36055556 30.28888889),['ليونتوبوليس مصر الجديدة'],
Q622640,Point(30.65555556 28.53611111),['اوكسيرينخوس'],
Q11955279,Point(31.871944 31.408889),"['الشيخ شطا, شيخ شطا', 'شطا']",
Q2373796,Point(31.21666667 27.23333333),"['عرب الاطاولة', 'اسيوط']",
Q1302772,Point(31.803611111 26.476944444),"['المنشاة سوهاج, مدينة المنشاة, مركز المنشاة, مركز المنشاه, منشاة', 'المنشاة']",
Q20391268,Point(29.8687 31.1724),['ترسانة الاسكندرية'],
Q3124883,Point(14.58056 1.64806),['سيمبي'],
Q246554,Point(12.673055555 -4.196111111),['دوليسي'],
Q223920,Point(11.865277777 -4.788888888),['بوانت-نوار'],
Q739308,Point(13.35 -3.683333333),"['سيبتي', 'سينتي']",
Q627885,Point(16.05 1.616666666),['اويسو'],
Q3844,Point(15.271388888 -4.269444444),['برازافيل'],
Q1142926,Point(18.066666666 1.633333333),['ايمبغوندوا'],
Q2362433,Point(14.816666666 -0.866666666),['ايو'],
Q61451118,Point(12.7275 -2.42278),['تسيجويندي'],
Q105344,Point(14.8925 -0.020277777),"['اتومبي, الاتومبي', 'اتومبي']",
Q1201732,Point(15.9 -0.483333333),['اواندو'],
Q1667693,Point(15.622777777 -0.004722222),['ماكوا'],
Q3307130,Point(12.714722222 -2.945833333),['موسيندجو'],
Q667652,Point(14.76 -4.35),['كينكالا'],
Q19689,Point(19.82 41.33),['تيرانا'],
Q622764,Point(19.733333333 40.116666666),['هيمارا'],
Q18793,Point(20.683333333 40.333333333),['ايرسيكي'],
Q193226,Point(20.016666666 39.883333333),"['ساراندا', 'سارنده']",
Q170244,Point(19.949673 40.704939),['بيرات'],
Q83285,Point(19.455833333 41.324166666),['دراس'],
Q131638,Point(19.5 42.066666666),"['اشقودرة, شكودر', 'اشقودرة']",
Q642856,Point(20.35 40.233333333),['برمت'],
Q46702,Point(19.55 41.183333333),['كافاجي'],
Q605160,Point(19.766666666 41.383333333),['كامزا'],
Q81631,Point(20.016666666 40.3),['تيبلين'],
Q190897,Point(19.55 40.716666666),['فيير'],
Q73639,Point(20.65 40.9),['بوغراديك'],
Q116341,Point(20.766666666 40.616666666),"['كورتشه', 'كورتشي']",
Q18705,Point(20.076011111 42.358216666),['باجرام كوري'],
Q212680,Point(19.7 40.933333333),['لوشنيه'],
Q18746,Point(19.70222 40.7375),['روسكوفيك'],
Q817140,Point(20.99 40.6275),['بيليشت'],
Q169160,Point(19.6434 41.7805),['ليزهي'],
Q18772,Point(20.316666666 41.183333333),['ليبراجد'],
Q194164,Point(19.797777777 41.517777777),"['اقجة حصار, اقچة حصار', 'كرويه']",
Q159610,Point(19.483333333 40.45),['فلوره'],
Q114257,Point(20.082222222 41.1125),['ايلبصان'],
Q821023,Point(19.75 41.05),['بجين'],
Q210197,Point(20.4231 42.0758),['كوكس'],
Q173690,Point(20.13889 40.07583),['جيروكاستر'],
Q188694,Point(20.020534 39.746067),['بوترنت'],
Q7862254,Point(19.6333 40.2333),['ترباج'],
Q505703,Point(19.472658 40.721672),['ابولونيا'],
Q331584,Point(-68.276666666 12.150833333),['كراليندايك'],
Q30958,Point(-63.043333333 18.024166666),['فيليبسبورج'],
Q1027049,Point(73.91 39.68),['اركشتام'],
Q47282,Point(72.783333333 40.533333333),"['اوش', 'اوش']",
Q737375,Point(75.691111111 42.786944444),['كيمين'],
Q311946,Point(76.0 41.433333333),['نارين'],
Q82354,Point(74.68 42.88),"['ليبيدينوڤكا', 'ليبيدينوفكا']",
Q643955,Point(72.233333333 42.516666666),['تالاس'],
Q1017314,Point(77.082222222 42.649444444),['شولبون اتا'],
Q2426665,Point(74.846388888 42.853055555),['منشاة جوية في قيرغيزستان'],
Q432519,Point(72.08 40.2),['فالياكيش'],
Q2781891,Point(75.44777778 42.81027778),['ايسكرا'],
Q194452,Point(78.393611111 42.490555555),['كاراكول'],
Q487631,Point(70.75 40.75),['باتكين اوبلاستي'],
Q765887,Point(73.3 40.766666666),"['اوز كند, اوزغين, اوزكند, بوزكند', 'اوزكند']",
Q854333,Point(75.291 42.839),['توكموك'],
Q1026291,Point(74.85 42.883333333),"['كانت', 'قند']",
Q805876,Point(76.183333333 42.466666666),['باليكتشي'],
Q1676038,Point(75.08222222 42.88638889),"['ايڤانوڤكا', 'ايفانوفكا']",
Q200847,Point(74.3 42.86),['سوقولوق'],
Q1764282,Point(75.248425 42.74759),['بلاساغون'],
Q487689,Point(72.98611111 40.9375),['جلال اباد'],
Q1633504,Point(72.183333333 39.55),['داروت كورجون'],
Q470383,Point(75.105555555 42.722222222),['روت فرونت'],
Q2782036,Point(75.42771667 42.75351111),['قوش قورغون'],
Q2631511,Point(77.60388889 42.15611111),['بارسكوون'],
Q2015760,Point(73.85 42.816666666),"['كارا بالتا', 'قره بالتا']",
Q3541513,Point(76.99 42.11),['بوكونبايفو'],
Q2781917,Point(75.35361111 42.68833333),['قاشاي'],
Q2573236,Point(75.588333333 42.7475),['اورلوفكا'],
Q2782032,Point(75.38 42.7),['شمشي'],
Q2354883,Point(78.008055555 42.341666666),['كيزيل-سو'],
Q2908338,Point(75.45 42.83),['تشيم كورجون'],
Q2782198,Point(75.379722222 42.809166666),['سيليق'],
Q2360023,Point(78.36 42.73),['قرية توب'],
Q2782151,Point(75.216111111 42.750277777),['دن اريق'],
Q2782158,Point(74.96 42.9),"['النهر الاحمر', 'كراسنايا ريشكا']",
Q3195166,Point(74.48 42.87),['نوفوبافلوفكا'],
Q5104583,Point(78.62194444 42.77166667),"['تشونغ تاش', 'توب']",
Q4937398,Point(78.14805556 42.52777778),['بوغاتيروفكا'],
Q4751218,Point(77.66 42.73),['انانيفو'],
Q4701942,Point(76.16 42.34),['اك اولون'],
Q3503073,Point(76.65 42.56),['تامشي'],
Q5289470,Point(78.45 42.7),['دولون'],
Q4723921,Point(75.315 42.76638889),"['الگا', 'الجا']",
Q4705086,Point(76.47 42.11),['الا باش'],
Q4700010,Point(78.823611111 42.626388888),['اك-بولون'],
Q4947670,Point(77.18 42.65),['بوستيري'],
Q4952768,Point(78.75611111 42.56527778),['بوز-اوتشوك'],
Q3541876,Point(74.571855833 42.920721833),"['مايڤكا', 'مايفكا']",
Q7813251,Point(78.56 42.71),['تشون-توغوز-باي'],
Q6452904,Point(75.330555555 42.741666666),"['الجيش الاحمر', 'قزل عسكر']",
Q12831262,Point(73.96388889 42.17777778),['سوسمر'],
Q12831852,Point(75.33833 42.84111),['فيناغرادني'],
Q12830631,Point(75.479 42.706666666),['قزل سو'],
Q12827048,Point(75.29889 42.77944),['مينتكيتش'],
Q12832111,Point(75.26056 42.78833),['جاني جول'],
Q12820635,Point(75.33 42.73),['بورانا'],
Q15233657,Point(72.28 39.93),['كاراوتوك'],
Q16740866,Point(72.99444444 42.4),"['تالدي بولاك', 'تالدي بولاق']",
Q15946848,Point(73.11 40.6),['كاينار'],
Q15636265,Point(75.249916666 42.81525),['اق بيشيم'],
Q20627357,Point(76.61 42.53),['كوشكول'],
Q20628998,Point(77.54 42.72),['سميونوفكا،_ايسيك_كول'],
Q16965934,Point(74.63 42.86),['توكلدوش'],
Q20629740,Point(77.84 42.73),['تشون-اوروكتو'],
Q9361,Point(74.566666666 42.866666666),['بيشكك'],
Q20629760,Point(76.58 42.51),['شيربكتي'],
Q20629732,Point(76.94 42.61),['تشون-ساري-اوي'],
Q20623156,Point(78.28 42.78),['بالباي'],
Q20629977,Point(79.08333333 42.03333333),['اينيلشيك'],
Q20629665,Point(76.74 42.58),['تشوك-تال'],
Q20625560,Point(76.58 42.12),['ديون-تالا'],
Q20621244,Point(78.55 42.71),['ارال'],
Q542588,Point(51.314722222 25.117222222),"['قاعدة العيديد, قاعدة العيديد الجوية', 'قاعدة العديد الجوية']",
Q4704386,Point(51.50777778 25.3225),['المرخية'],
Q4670398,Point(51.304444444 25.531944444),['ابو ثيلة'],
Q31873877,Point(51.175833333 24.903333333),['الخرارة'],
Q22948502,Point(51.38 25.19),['مبيريك'],
Q22949054,Point(51.476944 25.329167),"['مدينة خليفة الشمالية, مدينه خليفه الشماليه', 'شمال مدينة الخليفة']",
Q22948436,Point(51.45888889 25.4175),['الخيسة'],
Q22949100,Point(51.45 25.21666667),['عين خالد'],
Q3298627,Point(51.4 25.416666666),['ام صلال'],
Q6941242,Point(51.516666666 25.283333333),['مشيرب'],
Q3861,Point(51.533333333 25.3),['الدوحة'],
Q4813160,Point(51.116666666 26.033333333),['الثغب'],
Q7984405,Point(51.530723 25.324606),"['البندر الغربي الدوحة', 'الخليج الغربي']",
Q7509500,Point(51.166666666 26.033333333),['سدرية مكين'],
Q3296633,Point(50.79222222 25.41944444),"['مدينة دخان', 'دخان']",
Q4670363,Point(51.5125 25.281388888),['ابو سديرة'],
Q310893,Point(51.61 25.18),"['بلدية الوكرة, الوكره, بلديه الوكره, وكرة', 'الوكرة']",
Q55603481,Point(51.22 25.43333333),"['Al Khurayb', 'الخريب']",
Q8076264,Point(51.533333333 25.283333333),"['فريق عبدالعزيز', 'فريق عبد العزيز']",
Q1291266,Point(51.438807 25.314808),"['المدينه التعليميه قطر', 'المدينة التعليمية']",
Q4703589,Point(51.5197 25.2997),['البدع الدوحة'],
Q23043279,Point(51.43111111 25.25555556),['العزيزية قطر'],
Q4802966,Point(51.516666666 25.266666666),['السلطة الجديدة'],
Q4750155,Point(51.55 25.266666666),['النجمة'],
Q4120525,Point(51.20472222 25.37222222),['الشحانية'],
Q5510945,Point(51.366666666 26.016666666),['فويرط'],
Q22948441,Point(51.541 25.269),['نجمة الدوحة'],
Q4704039,Point(51.549722222 25.253888888),['الهلال الشرقية'],
Q311272,Point(51.366666666 25.308333333),"['بلديه الريان', 'بلدية الريان']",
Q22948468,Point(51.48305556 25.29777778),['المسيلة'],
Q31876054,Point(51.537222222 25.151111111),['الوكير'],
Q22948507,Point(51.49166667 25.31388889),['فريج كليب'],
Q7542566,Point(51.483 25.578),['سميسمة'],
Q22948874,Point(51.49416667 25.33611111),['حزم المرخية'],
Q22948958,Point(51.49916667 25.23777778),['ابو هامور'],
Q4670456,Point(51.1667 26.1236),['ابو ظلوف'],
Q3296219,Point(50.8 25.216666666),['ام باب'],
Q7296956,Point(51.383333333 25.55),['روضة العجوز'],
Q4704093,Point(51.505833333 25.270833333),['الجبر'],
Q935886,Point(51.5075 25.4175),"['المدينية الترفيهية لوسيل, المدينيه الترفيهيه لوسيل, مدينة الطاقة, مدينة الطاقة لوسيل, مدينه الطاقه لوسيل', 'لوسيل']",
Q2131826,Point(51.55306 25.90944),['راس لفان'],
Q4704339,Point(51.3 26.133333333),['المفجر'],
Q4703588,Point(51.520833333 25.2925),['البدع الغربية'],
Q22948570,Point(51.54583333 25.22972222),['الثمامة الدوحة'],
Q31867898,Point(50.831666666 24.743611111),['ابو سمرة'],
Q4704387,Point(51.507777777 25.3225),['المرخية'],
Q777216,Point(51.535277777 25.253888888),['الهلال الغربية'],
Q1069900,Point(51.55 24.98),"['بلديه مسيعيد', 'مسيعيد']",
Q22949236,Point(51.33333333 26.01666667),['عين سنان'],
Q3298589,Point(51.216666666 26.133333333),"['مدينة الرويس', 'الرويس']",
Q1068443,Point(51.296 24.63),"['العديد', 'خور العديد']",
Q7961210,Point(51.6 25.166666666),['الوكرة'],
Q8076323,Point(51.5 25.35),['عنيزة'],
Q4120521,Point(51.53777778 25.15083333),['الوكير'],
Q7294626,Point(51.5789 25.2897),['راس ابو عبود'],
Q4704209,Point(51.555277777 25.284722222),['الخليفات'],
Q16526959,Point(51.2478 25.83),['الغويرية'],
Q4704923,Point(51.4667 25.8499),['الوعب'],
