year,month,month_str,day,category,match,place
817,2.0,صفر,,birth, ولد في صفر سنة سبع عشرة وثمانمائة بقزوين,قزوين
67,,,,, ونشا بها فاخذ عن والده وغيره وقدم علينا حاجا في سنة سبع وستين,
86,,,,samia, ثم سمعت في سنة ست وثمانين,
96,,,,death, واستمر على طريقته الى ان امتحن بعد موت يعقوب وابن اخته القاضي عيسى بالتعذيب حتى مات في اوائل سنة ست وتسعين,
