year,month,month_str,day,category,match,place
,,,,qabila, ماتت قبل اكمال سنة,
71.0,11.0,ذي القعدة,9.0,, في يوم الجمعة تاسع ذي القعدة سنة احدى وسبعين بمكة,مكة
