0
على بن محمد بن على بن يوسف بن الحسن بن محمود بن الحسن بن محمود بن الحسن القاضي
نور الدين أبو الحسن بن فتح الدين أبي الفتح الأنصاري الزرندي المدني
الزين عبد الرحمن
الجلال الخجندي الحنفي
العلاء
أبي الفتح المراغي
البخاري
المحب بن هشام
سليمان السقاء
الزين المراغي
ابن الجزري
أبو الفرج المراغي
محمد بن عبد العزيز الكازروني
فتح الدين بن صالح
التقى بن فهد
