0
محمد بن عبد الرحيم بن أحمد الشمس المصري الشافعي المنهاجي
الشمس
اللبان
محمد ابن جماعة
الشمس بن القطان
جمعي
عمر
خديجة
ابن عياش
عبد الأول
العز بن جماعة
المقريزي
الصلاح
الزين العراقي
حمد بن عبد الرحيم بن الحسين بن عبد الرحمن المحب أبو حاتم بن الزين أبي الفضل
القاهري
أبي زرعه أحمد الماضي
