0
عبيد الله بن محمد بن محمد بن محمد بن عبد الله بن محمد بن عبد الله السيد نور الدين أبو حامد بن العلاء بن العفيف أبي بكر الحسيني
صفي الدين
ابن السيد عفيف الدين
أبي الفتح المراغي
للرافعي
ابن الجزري
على بن الشمس محمد النائبي
أبيه
عيسى
الطيبي
على
ابن الحاجب
أبي الفتوح أحمد الطاووسي
معين الدين محمد
عبد المحسن الشرواني
العز بن الفرات
الفتحي
زينب ابنة اليافعي
ذر
إبراهيم الناجي
حسن بن نهان
والبقاعي
الشهاب
للبارزي
الأنوار
للاردبيلي
علي القونوي
بديعه
نور الدين
أحمد بن صفي الدين
