0
نصر الله بن عبد الرحمن بن أحمد بن إسماعيل الجلال الأنصاري
البخاري الروياني الكجوري
نصر الله
ابن عربي
الشمس الشرواني
العيني
الناصر
ابن شيخنا
عبد الله
يوسف بن تغري ردي
يحيى بن أحمد بن عمران العطار
المقريزي
ابن عبد الله بن محمد بن إسماعيل
