0
ولي الدين
أحمد
ابن الزين عبد الرحيم بن الحسين أبو زرعه
تقي الدين محمد بن محمد بن عمر بن رسلان البلقيني
أحمد بن عبد الخالق السيوطي
عبد الله بن محمد بن عيسى الزيتوني
الجمال
محمد بن عمر البارنباري
بهاء الدين محمد بن محمد بن محمود البالسي
محمدا
أحمد بن محمد بن أحمد الذروي
أحمد بن يوسف بن حجاج السفطي
محمد بن عبد اللطيف السنباطي
محمد بن محمد بن عبد الله بن أحمد بن الزفتاوي
فتح الدين محمد بن محمد النحريري
أبي القسم بن عبد الرحمن
