year,month,month_str,day,category,match,place
789,,,,birth, ولد سنة تسع وثمانين وسبعمائة,
22,,,,, ووصفه بالفضل والاخلاق الحسنة والشمائل المرضية مع مداومة العبادة والقيام والاوراد وانه ولي قضاء زبيد نيابة عن والده من سنة اثنتين وعشرين,
54,,,,death, الى ان مات في سنة اربع وخمسين,
