year,month,month_str,day,category,match,place
798,,,,birth, ولد في سنة ثمان وتسعين وسبعمائة ببلاطنس,بلاطنس
27,,,,, وكان قدومه لدمشق في سنة سبع وعشرين بعد,عد
61,,,,, ولم يزل امره في ازدياد وحرمته وشهرته مستفيضة بين العباد الى ان حج في سنة احدى وستين,
63,2.0,صفر,16.0,death, كان يعتريه من وجع في باطنه ولم يزل به ذلك الوجع حتى مات بعد رجوعه بيسير في ليلة الثلاثاء سادس عشري صفر سنة ثلاث وستين,
