0
يحيى بن محمد بن أحمد بن ظهيرة بن أحمد بن عطية بن ظهيرة
أبو الطيب بن أبي الفضل بن الشهاب القرشي المخزومي
ابن ظهيرة
ابن صديق
النشاوري
ابن حاتم
الجمال بن ظهيرة
الفاسي
