year,month,month_str,day,category,match,place
744,,,,birth, ولد تقريبا سنة اربع واربعين وسبعمائة,
810,,,,qaraa, وحدت سمع منه الفضلاء وقرا عليه ابو الفتح بن صالح البخاري في سنة عشر وثمانمائة,
12,12.0,ذي الحجة,,, ووصفه بالعلامة وعبد الرحمن بن احمد النفطي وكذا التقي بن فهد في ذي الحجة سنة اثنتي عشرة بالمدينة,المدينة
14,,,,, عليه جزءا فيه ثلاثة عشر حديثا موافقات من الموطا المذكور وعرض عليه الشمس محمد بن عبد العزيز الكازروني في سنة اربع عشرة,
18,2.0,صفر,,death, مات في صفر سنة ثمان عشرة بالمدينة,المدينة
