0
محمد بن يوسف بن عبد الكريم الكمال بن الجمال القاهري
الكمال بن البارزي
أحمد
محمد الماضيين
الآتي
ابن كاتب جكم
الجلال البكري
الجوالي
العلاء الصابوني
خير بك
الولوي الأسيوطي
التاج بن المقسي
الجوالي
ابن أبي شريف
الفخر الديمي
محمد المراغي
س+ نقر الجمالي
