year,month,month_str,day,category,match,place
99,,,,, بن محمد بن محمد بن محمد برهان الدين ابو اسحاق بن العلم الزبيري النويري القاهري الشافعي المذكور ابوه في سنة تسع وتسعين,
775,1.0,محرم,,birth, ولد في المحرم سنة خمس وسبعين وسبعمائة,
63,11.0,ذي القعدة,17.0,death, مات في يوم الثلاثاء سابع عشري ذي القعدة سنة ثلاث وستين,
