year,month,month_str,day,category,match,place
775,,,,birth, محمود بن الحسن القاضي نور الدين ابو الحسن بن فتح الدين ابي الفتح الانصاري الزرندي المدني الحنفي ولد تقريبا سنة خمس وسبعين وسبعمائة,
17,,,,, ولي قضاء المدينة بعد موت عمه في سنة سبع عشرة,
23,,,,death, واستمر حتى مات بها في سنة ثلاث وعشرين,
