year,month,month_str,day,category,match,place
760,,,,birth, ولد في سنة وستين وسبعمائة بكجور,كجور
33,7.0,رجب,6.0,death, مات بعد ان قدم بين يديه في شهر موته اربعة افراط واشتد حزنه على الاخير في ليلة الجمعة سادس رجب سنة ثلاث وثلاثين بالطاعون,الطاعون
21,,,,, ورايته كتب على استدعاء ابن شيخنا في سنة احدى وعشرين,
