0
محمد بن محمد بن أبي بكر بن الحسين بن عمر أبو الرضى بن الجمال أبي اليمن بن الزين العثماني المراغي المدني
حسين الماضي
محمد بن محمد الزين أبو بكر ابن ناصر الدين أبي الفرج المراغي المدني
