"Automated","Manually","Truth"
"الإسماعيلية",,"FALSE"
"الكهف","قلعة الكهف","TRUE"
"الإسماعيلية",,"FALSE"
"طرابلس",,"TRUE"
"طرابلس",,"TRUE"
