"year","month","month_str","day","category","match","place","Truth"
55,,,,," على عادته ثم تزوج السلطان باخته وصارت خوند شاه زاده وتزوجها الظاهر بعده واستولدها اولادا الى ان طلقها في سنة خمس وخمسين",,TRUE
41,,,,"death"," ومات سليمان قبل ذلك بالطاعون سنة احدى واربعين",,TRUE
