year,month,month_str,day,category,match,place
850,2,صفر,,birth, ولدت في صفر سنة خمسين وثمانمائة بمكة,مكة
92,3,ربيع الاول,,, كما كتبه لي ابن اخيها في سلخ ربيع الاول سنة اثنتين وتسعين بمكة,مكة
