year,month,month_str,day,category,match,place
2,,,,birth, ولد سنة اثنتين,
20,,,,, وحج في سنة عشرين,
25,,,,, وسافر الى بلاد هرمز فدخل بلاد العجم وغاب هناك خمس سنين ثم عاد الى مكة في سنة خمس وعشرين,
27,End of,اخر,,, وفيها دخل القاهرة ثم عاد الى مكة في اواخر سنة سبع وعشرين,
30,End of,اخر,,, ثم رجع الى القاهرة في التي تليها ثم عاد الى مكة في اواخر سنة ثلاثين,
47,,,,, وبورك له في تجارته وابتنى بمكة دورا بل انشا بمنى في سنة سبع واربعين,
69,8,شعبان,6.0,death, مات فجاة في ضحى يوم الاربعاء سادس شعبان سنة تسع وستين بمكة,مكة
