year,month,month_str,day,category,match,place
784,,,,birth, ولد سنة اربع وثمانين وسبعمائة,
5,6.0,جمادى الاخرة,2.0,death, واخترمته المنية شابا فمات في النصف الثاني من جمادى الاخرة سنة خمس بزبيد,زبيد
