year,month,month_str,day,category,match,place
58,6.0,جمادى الاخرة,,death, بعد عمه الاخر سنقر بن وبير ثم انفصل بعمه الاخر مسلط بن وبير ثم اعيد حتى مات في اواخر جمادى الاخرة سنة ثمان وخمسين,
56,,,,laqiya, واستقر عوضه مخدم بن عقيل بن وبير وقد لقيت صاحب الترجمة بمحل ولايته في سنة ست وخمسين,
