0
محمد بن محمد بن على بن محمد بن محمد بن على بن عثمان الشمس بن الشمس البدرشي
القاهري القرافي
ك+ هو
بالبدرشي
إلفيه ابن ملك
المحيوي الدماطي
الجوجري
البكري
المناوي
والسنتاوي
الديمي
البهاء المشهدي
الجبرتي
