year,month,month_str,day,category,match,place
819,,,,birth, ولد في سنة تسع عشرة وثمانمائة,
98,,,,death, وقد حج وال امره الى ان تعطل بالفالج وصار عطلا وابنه القائم بالديوان الى ان مات سنة ثمان وتسعين,
