year,month,month_str,day,category,match,place
50,12,ذي الحجة,,birth, ولد في ذي الحجة سنة خمسين,
17,12,ذي الحجة,,death, مات بدمشق في ذي الحجة سنة سبع عشرة,
15,5,جمادى الاولى,,, ذكره شيخنا في انبائه وارخه المقريزي في عقوده في مستهل جمادى الاولى سنة خمس عشرة,
