0
محمد بن محمد بن محمد بن أسعد بن عبد الكريم بن سليمان بن يوسف بن على بن طحا الفخر
أبو اليمن بن العلاء أبي بكر بن الكمال الثقفي
النشاوري
الجمال الاميوطي
السويداوي
أم هانئ
الهوريني
جمال الدين الزيلعي
أبي الحسن العرضي
مظفر الدين بن العطار
نور الدين الهمداني
أبي الفرج بن عبد الهادي
الميدومي
الشافعي
المقريزي
محمد الثالث
