"year","month","month_str","day","category","match","place","Truth"
839,,,,"birth"," ولد في سنة تسع وثلاثين وثمانمائة بدمشق","دمشق",TRUE
51,,,,," واخيه النجم وخطاب بل واخذ في القاهرة عن الجلال المحلي والعربية عن الشرواني ودخل القاهرة غير مرة اولها في سنة احدى وخمسين",,TRUE
78,4,"ربيع الاخر",,"death"," فاضلا لطيف العشرة خفيف الروح حسن الملتقى سريع الحركة والكلام محبا في لقاء الاكابر سليم الفطرة مات بدمشق في ربيع الاخر سنة ثمان وسبعين",,TRUE
