year,month,month_str,day,category,match,place
772,10,شوال,,birth, ولد في شوال سنة اثنتين وسبعين وسبعمائة,
6,6,جمادى الاخرة,,death, المشار اليها وناب عنه فيها عمه الشريف ابو الفتح الفاسي سنين الى ان تاهل فباشر بنفسه حتى مات في جمادى الاخرة سنة ست بزبيد,زبيد
