"year","month","month_str","day","category","match","place","Truth"
91,11,"ذي القعدة",16,"death"," ولد على راس القرن تقريبا وسمع على جماعة منهم التدمري وابن حجي وابن ناصر الدين وتوفي يوم الخميس سادس عشري ذي القعدة سنة احدى وتسعين ببلد","بلد الخليل",TRUE
