year,month,month_str,day,category,match,place
804,7,رجب,,, وناب في الحكم عن اخيه فمن بعده الى ان انجمع عن ابن خلدون ثم سعى عليه فاستقل به في رجب سنة اربع وثمانمائة,
23,End of,اخر,,, وتكرر عوده اليه بعد صرفه اما به او بغيره واخر ما ولي الحسبة ثلاثة اشهر من سنة ثلاث وعشرين,
29,6,جمادى الاخرة,20.0,death, مات في يوم الاثنين العشرين من جمادى الاخرة سنة تسع وعشرين,
