year,month,month_str,day,category,match,place
794,,,,birth, ولد سنة اربع وتسعين وسبعمائة بمكة,مكة
14,10.0,شوال,,qaraa, الزينين المراغي وعمل في ختم البخاري عليه لما قراه فتح الدين النحريري قصيدة تائية مفتوحة طويلة انشدت عقب الختم من شوال سنة اربع عشرة بالمسجد,المسجد
56,1.0,محرم,,death, ومات في المحرم سنة ست وخمسين بمكة,مكة
640,9.0,رمضان,,death, ومات في رمضان سنة اربعين وستمائة,
664,4.0,ربيع الاخر,,death, وابنه ابو العباس ايضا كان عارفا بالمذهب جليل القدر ممن تفقه بابيه وخلفه ومات في ربيع الاخر سنة اربع وستين وستمائة,
