year,month,month_str,day,category,match,place
7,,,,birth, وتكلم بعد وفاته ثم ارتحل الى اليمن وانقطع خبره وابوا لطيب ولد ايضا بالقاهرة وتوفي بعد ابيه بثلاثة ايام سنة سبع,
33,,,,death, ابو القسم اخذ عن ابيه وتكلم في درب الحريري بالبندقانيين ومات سنة ثلاث وثلاثين,
5,,,,death, عن خمس واربعين وكان ذا احوال صالحة ولهم اخ رابع هو ابو العباس احمد مات سنة خمس,
