year,month,month_str,day,category,match,place
820,1.0,محرم,10.0,birth, ولد في ليلة الجمعة عاشر المحرم سنة عشرين وثمانمائة باطفيح,اطفيح
52,,,,birth, وتكسب بالشهادة واظنه جلس عند التاج الميموني وام بنكار واقرا ولده بل حج معه في سنة اثنتين وخمسين,
98,9.0,رمضان,,death, مات في رمضان فيما قيل سنة ثمان وتسعين بعد,عد
