year,month,month_str,day,category,match,place
30,,,,birth, ولدت تقريبا سنة ثلاثين بمحلة,محلة
92,,,,birth, ثم سافرت مع ولدها لمكة في سنة اثنتين وتسعين,
94,,,,death, فحجت ودامت هي واياه حتى مات في اثناء التي تليها وتجرعت فقده واستمرت بقية السنة الى ان رجعت في سنة اربع وتسعين,
