year,month,month_str,day,category,match,place
23,10.0,شوال,19.0,death, وكثر اتباعه وعظم بهم الخطب واشتدت الفتنة به وقام عليه جماعة وتعصب له بعض الاكابر الى ان مات في تاسع عشر شوال سنة ثلاث وعشرين,
24,,,,, وما تقدم عن انبائه ذكره في سنة اربع وعشرين,
21,,,,death, مات سنة احدى وعشرين,
