year,month,month_str,day,category,match,place
86,,,,death, وحجت غير مرة منها بعد موته في سنة ست وثمانين,
88,6.0,جمادى الثانية,5.0,death, وجاتورت بمكة التي تليها ورجعت متوعكة فلم تلبث ان ماتت في ليلة الاربعاء خامس جمادى الثانية سنة ثمان وثمانين,
