year,month,month_str,day,category,match,place
764,2.0,صفر,13.0,birth, ولد في ثالث عشر صفر سنة اربع وستين وسبعمائة بحلب,حلب
36,,,,samia, وقد حدث سمع منه الائمة واخذ عنه غير واحد من اصحابنا بل كان شيخنا ممن سمع عليه في سنة ست وثلاثين,
36,,,,death, واثنى عليه البرهان الحلبي وذكره المقريزي باختصار جدا وقال انه مات بعد سنة ست وثلاثين,
47,10.0,شوال,,death, قلت مات في ليلة الاربعاء منتصف شوال سنة سبع واربعين,
