year,month,month_str,day,category,match,place
803,9,رمضان,,birth, ولدت في رمضان سنة ثلاث وثمانمائة,
71,End of,اخر,,death, واستمرت على رياستها وجلالتها حتى ماتت بعد ان حجت مرارا اخرها في سنة احدى وسبعين,
76,11,ذي القعدة,5.0,death, ماتت بعد ان اثكلت ابنتها المشار اليها في يوم الثلاثاء خامس ذي القعدة سنة ست وسبعين,
