year,month,month_str,day,category,match,place
746,10.0,شوال,,birth, ولد في شوال سنة ست واربعين وسبعمائة,
9,4.0,ربيع الثاني,18.0,death, مات في يوم الجمعة ثامن عشر ربيع الثاني سنة تسع بعد,عد
11,,,,, ذكره شيخنا في انبائه باختصار لكن في سنة احدى عشرة,
48,,,,birth, وقال افادنا عنه ولده الشيخ نور الدين محمد لما قدم رسولا عن ملك الشرق بكسوة الكعبة في سنة ثمان واربعين,
