year,month,month_str,day,category,match,place
5.0,,,,birth, ولد في عشر خمسين وسبعمائة وقال بعضهم قبل سنة خمس بشعب,شعب
41.0,,,,death, منها وهو ابن اثنتي عشرة الى القاهرة مع الزكي بن الخروبي فاقام بها حتى مات بالبيمارستان المنصوري في الطاعون سنة احدى واربعين,
40.0,,,,, وقد ذكره شيخنا في سنة اربعين,
71.0,,,,birth, المكي الشاعر المعروف بالحجازي ابو العباس ذكر لي انه ولد في سنة احدى وسبعين,
86.0,,,,, وتولع بالادب وقدم الديار المصرية في سنة ست وثمانين,
,,,,, بعض الابيات عند المخلص او اسم الممدوح لكونه فيه زحاف او كسر والله يعفو عنه قال واظنه مخطئا في سنة,
