year,month,month_str,day,category,match,place
66,12,ذي الحجة,,death, للظاهر خشقدم من ام ولد مات قبل استكمال سنتين في ذي الحجة سنة ست وستين,
69,6,جمادى الثانية,,death, ودفن بتربة ابيه واخر مثله مات في جمادى الثانية سنة تسع وستين,
81,11,ذي القعدة,,death, ودفن بتربة ابيه واخر مات مطعونا في ذي القعدة سنة احدى وثمانين,
97,End of,اخر,,, واخر في طاعون سنة سبع وتسعين,
