year,month,month_str,day,category,match,place
30,,,,, جاور بمكة سنة ثلاثين,
59,,,,death, فما بعدها ثم قدم بيت المقدس فقطنه حتى مات في سنة تسع وخمسين,
838,11.0,ذي القعدة,,birth, ولد في ذي القعدة سنة ثمان وثلاثين وثمانمائة,
71,7.0,رجب,,, وحج مع الرجبية في سنة احدى وسبعين,
805,,,,birth, ولد سنة خمس وثمانمائة,
32,10.0,شوال,,death, مات شابا في شوال سنة اثنتين وثلاثين بالفخة,الفخة
