year,month,month_str,day,category,match,place
727,3.0,ربيع الاول,12.0,birth, ولد في ثاني عشر ربيع الاول سنة سبع وعشرين وسبعمائة,
40,,,,ijaza, واجاز له في سنة اربعين,
44,,,,, وحج سنة اربع واربعين,
2,11.0,ذي القعدة,,, ثم توجه لمكة ليحج ايضا فادركه اجله بنجد في ذي القعدة سنة اثنتين,
735,,,,birth, نسبه لابي علي الدقاق بخط بعض اصحابنا بل رايته بخطه فيما اظن وذكر انه ولد بكازرون من بلاد فارس سنة خمس وثلاثين وسبعمائة,
98,,,,samia, والخير وافادة الطلبة وسمع بها من الجمال الاميوطي والعفيف النشاوري ثم توجه من مكة الى بلاده باثر الحج من سنة ثمان وتسعين,
1,,,,, فوصل اليها ثم توجه لمكة فادركه الاجل بلار في سنة احدى,
