year,month,month_str,day,category,match,place
745,5.0,جمادى الاولى,,birth, ولد في منتصف جمادى الاولى سنة خمس واربعين وسبعمائة بمكة,مكة
23,10.0,شوال,10.0,death, مات بعد مرض طويل في عاشر شوال سنة ثلاث وعشرين,
749,,,,death, مات سنة تسع واربعين وسبعمائة,
