year,month,month_str,day,category,match,place
869,,,,birth, ولد في سنة تسع وستين وثمانمائة,
70,6.0,جمادى الثانية,,birth, في توجه والده لزيارة المدينة الشريفة وبخطى ايضا انه ولد ببدر في رجوع ابيه من الزيارة في جمادى الثانية سنة سبعين,
82,,,,, وهو اصح ونشا في كنفه فحفظ القران وانفرد بذلك عن سائر اهله وصلى به الناس على العادة في سنة اثنتين وثمانين بالمسجد,المسجد
94,11.0,ذي القعدة,9.0,death, مات في تاسع ذي القعدة سنة اربع وتسعين,
