year,month,month_str,day,category,match,place
857,,,,birth, ولد سنة سبع وخمسين وثمانمائة بالمدينة,المدينة
869,8.0,شعبان,7.0,birth, ولد في سابع شعبان سنة تسع وستين وثمانمائة بمكة,مكة
94,,,,qaraa, ونشا بها فقرا القران والمنهاج وقراه علي بتمامه بل سمع مني اشياء ثم قرا علي في سنة اربع وتسعين,
99,,,,, وقد اشتغل بالفقه والعربية وغيرهما وحضر عند الخطيب الوزيري ونحوه بل لازم القاضي في سنة تسع وتسعين,
