year,month,month_str,day,category,match,place
748.0,3.0,ربيع الاول,,birth, ولد في ربيع الاول سنة ثمان واربعين وسبعمائة,
43.0,,,,death, ومات بالقدس في سنة ثلاث واربعين,
82.0,,,,laqiya, والظاهر انه حفيد الجلال عبد الله البسطامي الذي لقيه البرهان الحلبي في سنة اثنتين وثمانين,
14.0,,,,qabila, خطيب جامع باحسبتا في حلب مدة طويلة قبل الفتنة وبعدها ثم تركه اخيرا لعبد المؤمن الواعظ وقدم القدس في سنة اربع عشرة,
,,,,, ولي مشيختها وانقطع فيها للذكر والعبادة والتلاوة وتردد اليه اهل الخير في ليالي الجمع ودام مقتدى به نحو خمسين سنة,
43.0,9.0,رمضان,,death, مات في رمضان سنة ثلاث واربعين,
,,,,, وهو ابن خمس وتسعين سنة,
44.0,8.0,شعبان,24.0,death, مات في يوم الاربعاء رابع عشرين شعبان سنة اربع واربعين,
