year,month,month_str,day,category,match,place
799,6.0,جمادى الثانية,12.0,birth, ولدت في ليلة الاثنين ثاني عشر جمادى الثانية سنة تسع وتسعين وسبعمائة بمكة,مكة
800,3.0,ربيع الاول,,death, ومات بها ابوها في ربيع الاول سنة ثمانمائة,
804,6.0,جمادى الاخرة,,, واحضرت في الخامسة من جمادى الاخرة سنة اربع وثمانمائة,
5,,,,ijaza, واجاز لها في سنة خمس,
86,10.0,شوال,20.0,death, وماتت بمكة وانا بها في ليلة الاربعاء العشرين من شوال سنة ست وثمانين,
