year,month,month_str,day,category,match,place
25,,,,death, ومات بالطاعون سنة خمس وعشرين,
775,,,,birth, ولد سنة خمس وسبعين وسبعمائة بحلب,حلب
41,4.0,ربيع الاخر,,death, مات في ربيع الاخر سنة احدى واربعين,
