year,month,month_str,day,category,match,place
1.0,,,,birth, ولد سنة احدى,
18.0,,,,death, فاستكتبه ايضا في الانشاء وعول عليه في المهمات فلما مات رجع الى دمشق ولي بها كتابة السر في اوائل سنة ثمان عشرة,
20.0,2.0,صفر,,death, مات في صفر سنة عشرين,
18.0,8.0,شعبان,3.0,death, ذكره شيخنا في انبائه ورايت من ارخه نقل ذلك غلطا كالمقريزي فانه قال في عقوده انه مات في ثالث شعبان سنة ثمان عشرة,
20.0,,,,, نعم ارخه ابن قاضي شهبة في يوم الاربعاء سنة عشرين,
,1.0,محرم,,, لكن خامس عشري المحرم من السنة بعد ما تعلل مدة ودفن بتربة الصوفية بدمشق عن نحو سبعين سنة,
