year,month,month_str,day,category,match,place
,,,,death, ابنة سيدى على المغربل تزوجها الشيخ محمد بن عبد الرحمن بن يوسف بن بطالة وماتمت سنة,
23.0,12.0,ذي الحجة,,death, موته حتى ماتت في ذي الحجة سنة ثلاث وعشرين,
