year,month,month_str,day,category,match,place
14,,,,samia, سمع من بعض شيوخنا بمكة وحفظ بعض المختصرات في الفقه واشتغل بالعلم وسافر مع ابيه الى مصر في موسم سنة اربع عشرة,
15,End of,اخر,,death, ومات بها بخانقاه سعيد السعداء في اخر سنة خمس عشرة,
24,4,ربيع الاخر,6.0,death, مات في سادس ربيع الاخر سنة اربع وعشرين,
