year,month,month_str,day,category,match,place
777,1.0,محرم,,birth, ولد في العشر الاول من المحرم سنة سبع وسبعين وسبعمائة بدمشق,دمشق
35,,,,, الاخذ عنه بل والرواية عنه بعد ان كان ممن تتلمذ له كل ذلك عنادا ومكابرة وكانت حادثة شنيعة في سنة خمس وثلاثين,
42,3.0,ربيع,,death, مات في ربيع الثاغني على المعتمد سنة اثنتين واربعين بدمشق,دمشق
39,4.0,ربيع الثاني,,death, مات بالمحلة في ربيع الثاني سنة تسع وثلاثين,
