year,month,month_str,day,category,match,place
788,,,,death, فلما مات احمد بن عجلان امير مكة وحصل الخلف بعده في الدولة انتقل الى المدينة النبوية وذلك بعد الحج من سنة ثمان وثمانين وسبعمائة,
12,7.0,رجب,,death, او التي بعدها فقطنها حتى مات بها في رجب سنة اثنتي عشرة,
