year,month,month_str,day,category,match,place
844,2.0,صفر,,birth, ولد في صفر سنة اربع واربعين وثمانمائة بسمهود,سمهود
58,,,,, وقدم القاهرة معه وبمفرده غير مرة اولها سنة ثمان وخمسين,
70,11.0,ذي القعدة,,, ثم انه استوطن القاهرة مع توجهه لزيارة اهله احيانا الى ان حج ومعه والدته في ذي القعدة سنة سبعين,
1,,,,, في البحر وكاد ان يدرك الحج فلم يمكن وجاور سنة احدى بكمالها,كمالها
73,,,,, غيره من تصانيفي وكان على خير كثير وفارقته بمكة بعد ان حججنا ثم توجه منها الى طيبة فقطنها من سنة ثلاث وسبعين,
86,9.0,رمضان,,birth, وعظمه في الخطبة وزاد ومات قبل اكماله فبيضه ولده متمما لما امكنه فيه وقدم من المدينة الى مكة في رمضان سنة ست وثمانين,
