year,month,month_str,day,category,match,place
813,3.0,ربيع الاول,13.0,birth, ولد في ثالث عشري ربيع الاول سنة ثلاث عشرة وثمانمائة بالقاهرة,القاهرة
25,,,,death, العلاء البخاري واذن له الشمس البرماوي والسبكي في الافتاء والتدريس واستقر هو واخوه في وظائف والدهما بعد موته في سنة خمس وعشرين,
77,3.0,ربيع الاول,,death, مات يوم الجمعة سلخ ربيع الاول سنة سبع وسبعين,
