year,month,month_str,day,category,match,place
845,,,,birth, ولدت سنة خمس واربعين وثمانمائة,
93,,,,birth, وقد جاورناها مدة فحمدناها ومات لها ولد فاشتد حزنها عليه وتوجهت للزيارة النبوية وقد قدم عليها ابوها في سنة ثلاث وتسعين,
