year,month,month_str,day,category,match,place
25.0,12,ذي الحجة,19.0,death, مات بها في تاسع عشر ذي الحجة سنة خمس وعشرين,
813.0,,,,birth, ولد سنة ثلاث عشرة وثمانمائة,
,End of,اخر,20.0,birth, مرارا اولها وتجلد وتهدد بالمرافعة والمكافحة وغير وبدل ومات له ولد ثم اخر من ابنة ابن العجمي زاد على عشرين سنة,
97.0,7,رجب,,death, كل ذلك وهو منقطع متوجع حتى مات في رجب سنة سبع وتسعين,
