year,month,month_str,day,category,match,place
96,End of,اخر,,death, على تقرير قدر يومي يدفعه له بشرط اعراضه عن السعي وترك المنصب له واستمر حتى مات مقلا في اواخر سنة ست وتسعين,
40,,,,death, واظنه ولي قضاء حماة ايضا بل اظنه ولد احمد بن عبد الله الماضي وانه مات في سنة اربعين,
