year,month,month_str,day,category,match,place
,,,,birth, ولد سنة بضع,ضع
6.0,9.0,رمضان,,death, مات في رمضان سنة ست,
742.0,,,,birth, وتبعه المقريزي في عقوده وانه ولد سنة اثنتين واربعين وسبعمائة,
