year,month,month_str,day,category,match,place
804,11.0,ذي القعدة,,birth, ولد في ذي القعدة سنة اربع وثمانمائة بسيوط,سيوط
42,,,,birth, ولده وبالغ في اطرائه مع اعتراضه عليه وكونه لم يعرف مولده ولا اكثر شيوخه وممن اخذ عنه حين مجاورته سنة اثنتين واربعين,
55,2.0,صفر,,death, مات في صفر سنة خمس وخمسين بعلة,علة
